city,address,neighbourhood,ward,latitude,longitude,has_coords,sources,total_permits,n_building_permits,n_development_permits,keywords,earliest_permit_date,latest_permit_date,building_row_ids,development_file_numbers,sample_description,coord_source
toronto,145 ELM RIDGE DR,,,43.7025681217478,-79.4382970420808,yes,building,2,2,0,ramp,2024-02-09,2025-03-14,23 196055 BLD; 23 196055 BLD,,"REVISION 01:  PROPOSAL TO CONSTRUCT ROOF OVER EXISTING UNDERGROUND GARAGE RAMP AS PER COA DECISIONTo create a new opening in existing ungerground garage for future connection to future underground of adjoining development at 165 Elm Ridge Drive, In addition to create a new enclosure over existing garage ramp",address_points
toronto,153 BEECROFT RD,,,43.7653804841849,-79.4144398696145,yes,building,2,2,0,barrier-free,2026-01-07,2026-01-07,25 260827 PLB; 25 260827 BLD,,Plumbing  - Proposed barrier free washroom.,address_points
toronto,180 SUDBURY ST,,,43.6418862759131,-79.425200113758,yes,building,2,2,0,lift,2015-09-23,2015-09-23,15 194141 PLB; 15 194141 BLD,,Plumbing  - Proposal to open existing concrete firewall on ground floor and install new vertical platform lift with fire door installed in firewall.,address_points
toronto,186 JARVIS ST,,,43.6562352346594,-79.3745075536045,yes,building,2,2,0,barrier-free,2020-05-19,2020-06-03,20 140805 HVA; 20 140805 BLD,,HVAC - PROPOSED: CONVERT EXISTING GROUND FLOOR LOBBY SPACE TO NEW BARRIER-FREE UNISEX WASHROOM FOR RETAIL USE.,address_points
toronto,197 KING ST E,,,43.6506765922277,-79.3699514272736,yes,building,2,2,0,accessible; barrier-free; lift; ramp,2025-08-06,2026-05-05,20 183972 BLD; 20 183972 BLD,,"Revision 03 - Revised access to the7th floor terrace to make it barrier free accessible - (stairs at door D705 removed and BF ramp added on the terrace), added elevator machine room on 7th floorRevision 02 -  Revised Interior alterations to remove second elevator and garbage chute----------------------------------------------------------------Revision 01 -  Proposal for interior layouts and openings revisions[Proposal to construct a four storey addition over existing four storey building, and interior alterations to convert from restaurant/residential to restaurant/hotel use. ]",address_points
toronto,2 HARVARD AVE,,,,,no,building,2,2,0,accessible,2019-07-05,2019-07-09,19 169185 BLD; 19 169185 HVA,,"Proposal for a new roof deck and rooftop penthouse to access deck, deck is accessible from only 1 of the 6 units.",none
toronto,20 GRAYDON HALL DR,,,,,no,building,2,2,0,accessible; ramp; wider doorway,2016-02-17,2026-04-21,26 127584 BLD; 16 111440 BLD,,Construction of an accessibility ramp in the lobby,none
toronto,20 GRENADINE CRT,,,,,no,building,2,2,0,barrier-free,2013-08-08,2013-08-08,13 205971 BLD; 13 205971 PLB,,Interior alterations to create barrier free bathroom at the basement floor level to semi-detached single family dwelling.,none
toronto,2008 PHARMACY AVE,,,43.7766930326525,-79.3191342023724,yes,building,2,2,0,accessible; barrier-free,2015-06-19,2016-08-12,15 137505 BLD; 15 137505 PLB,,Proposed interior and exterior alterations for barrier free accessibility improvements,permit
toronto,2185 LAWRENCE AVE E,,,43.7475449496016,-79.2825439190346,yes,building,2,2,0,ramp,2010-03-11,2010-05-07,09 158613 BLD; 09 158613 BLD,,To construct a enclosure over the exsiting parking garage ramp.,permit
toronto,225 WELLESLEY ST E,,,43.6673160878269,-79.3727351734656,yes,building,2,2,0,barrier-free,2010-06-01,2010-06-09,10 183561 PLB; 10 183538 PSA,,"Plumbing  - Minor interior alterations to unit 4B which is for a future office space. The work will include a t-bar ceiling, a new barrier free washroom and drywall. This proposal includes plumbing and HVAC.",address_points
toronto,2330 BRIDLETOWNE CRCL,,,43.79966805699,-79.3162392244879,yes,building,2,2,0,ramp,2021-04-19,2023-03-08,21 127891 BLD; 21 127891 BLD,,"Revision 01. Localized garage ramp repairs, includes localized concrete repairs, and grade replacement",permit
toronto,28 HENRY ST,,,43.6474665134722,-79.3698277456463,yes,building,2,2,0,accessible; ramp,2018-10-22,2019-08-13,18 180866 BLD; 18 180866 BLD,,"Revision #01 - Increase width of existing vestibule, revise exterior stairs, provide new access ramp and revise retaining wall at lower level walk-out.Proposal for accessibility modifications involving the construction of a new ramp and widening the existing vestibule. (Property includes 6-28 Henry St., 181 - 203 beverley St., 5- 11 Cecil St.)",address_points
toronto,291 THE KINGSWAY,,,43.6634441375517,-79.5200313159883,yes,building,2,2,0,barrier-free,2018-07-20,2018-07-20,18 135991 HVA; 18 135991 BLD,,"HVAC - Proposal for a temporary sales centre within the vacant units, access will be from the new landscape garden in the front of the building.  Rooms will have a mock kitchen and vanity, reception and admin space, 1:50 scale model display and a coffee bar for refreshments.  We will be adding an HVAC system and barrier free washroom.",permit
toronto,2999 JANE ST,,,43.7543379052659,-79.5161682341925,yes,building,2,2,0,barrier-free,2018-08-27,2018-08-27,18 125876 PLB; 18 125876 BLD,,Plumbing  - Proposal for interior alterations to common areas for barrier-free upgrades in an existing apartment building.,permit
toronto,3621-3625 LAKE SHORE BLVD W,,,43.5935859044226,-79.5360433497632,yes,building,2,2,0,ramp,2010-11-03,2013-06-26,13 183003 BLD; 08 207244 BLD,,"Repairs to garage roof slab, access ramp and P1 level of underground garage.",permit
toronto,367-415 DRIFTWOOD AVE,,,43.7673570381242,-79.5151422522962,yes,building,2,2,0,barrier-free,2017-01-19,2017-02-02,16 234771 BLD; 16 234771 HVA,,"Proposal for interior alterations to add 2 barrier free washrooms on the ground floor in existing apartment building - ""TCHC""",address_points
toronto,39 MUTUAL ST,,,43.6546371693208,-79.3745080436882,yes,building,2,2,0,lift,2023-11-14,2025-06-17,22 186011 HVA; 22 186011 HVA,,"Rev 01 -  The luggage lift is removed from the electrical and mechanical drawingsHVAC - Proposal for multiple projects to an existing 3 storey townhouse. Scope of work includes a 4th floor addition, new roof deck, fire exits, rear decks and interior alterations to convert to a hotel use with seven guest suites. See also 20 106433 ZZC and 20 201439 MV.",address_points
toronto,40 GORDONRIDGE PL,,,,,no,building,2,2,0,accessible; automatic door; ramp,2022-09-13,2022-09-13,22 148232 BLD; 22 148232 BLD,,"Parking garage roof deck and P1 level concrete repairs including localized topside, soffit, through-slab and vertical surfaces. Full slab replacement at select bays of roof deck and P1 level slabs. Installation of concrete pedestrian accessibility ramp on P2 level entrance to building and replace two P2 level doors at building with automatic doors.Replacement and addition of site light standards at grade above parking garage roof deck.",none
toronto,40 TEESDALE PL,,,43.6971990710233,-79.2864378620427,yes,building,2,2,0,ramp,2023-06-29,2023-06-29,23 152351 HVA; 23 152351 BLD,,"HVAC - OVER-CLADDING, WINDOW REPLACEMENT, BALCONY GUARD REPLACEMENT OF EXISTING 24 STORY BRICK BUILDING.  ENLARGEMENT OF EXISTING CANOPY AT PRIMARY ENTRANCE AND RE-CONSTRUCTION OF EXISTING ENTRANCE RAMP.  REPLACEMENT OF ROOF ASSEMBLY ABOVE SLAB. NO CHANGE TO USE.",address_points
toronto,41 MABELLE AVE,,,43.6448294020683,-79.5277094809075,yes,building,2,2,0,ramp,2008-07-29,2008-08-28,08 178344 BLD; 08 178344 BLD,,New enclosure (walls and roof) over an existing ramp giving access to underground parking garage of two high-rise apartment towers. revision from open web steele joists to wibb flang beams,address_points
toronto,415 WILLOWDALE AVE,,,43.777476207099,-79.4049240705132,yes,building,2,2,0,ramp,2024-08-13,2024-08-13,24 115146 BLD; 24 115146 FSU,,"Proposed exterior alterations including new main entrance exterior ramp, new drop off area and interior alterations to include new community rooms, new washrooms, new storage room in the basement of existing multi-unit residential building.",address_points
toronto,425 RUSSELL HILL RD,,,43.6941172039123,-79.4111187469251,yes,building,2,2,0,lift,2023-09-20,2024-03-12,23 177972 BLD; 23 177972 BLD,,"Proposal to demolish existing dwelling to construct new three (3) storey Single Family Dwelling with finished walkout basement, integral garage with car lift, rear deck and third storey balcony",address_points
