row_id,issue_date,permit_date,year,month_number,job_category,job_description,building_type,work_type,construction_value,floor_area,units_added,address,legal_description,zoning,neighbourhood_numberr,neighbourhood,bia,count,latitude,longitude,location,geometry_point,occupancy_granted_date
0-112886713,2011-08-05T00:00:00.000,2011-08-05T00:00:00.000,2011,8,Commercial Final,"To construct interior alterations to an extended medical treatment service, ""Dumbwaiter Conversion (Elevator# 12) and Sterile Storage (BS-012)"",  Misericordia Hospital.",Hospitals (640),(03) Interior Alterations,152400,1560,0,16940 - 87 AVENUE NW,Plan 0726880 Blk 3 Lot 5,US,4590,WEST MEADOWLARK PARK,,1,53.52173529717909,-113.6120563656399,"{'latitude': '53.52173529717909', 'longitude': '-113.6120563656399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.6120563656399, 53.52173529717909]}",
4-131969834,2014-08-01T00:00:00.000,2014-08-01T00:00:00.000,2014,8,Commercial Final,To construct a General Industrial Use building (Pro-Western Mechanical). No RTU - 1 demising wall - 1 barrier-free w/r,"Storage Buildings, Warehouses (460)",(01) New,1000000,12720,0,603 - 69 AVENUE NW,Plan 1221158 Blk 2 Lot 18B,BE,6420,MAPLE RIDGE INDUSTRIAL,,1,53.50502384438494,-113.35098358908012,"{'latitude': '53.50502384438494', 'longitude': '-113.35098358908012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.35098358908012, 53.50502384438494]}",
1-126928659,2012-10-31T00:00:00.000,2012-10-31T00:00:00.000,2012,10,Commercial Final,"To construct interior and exterior alterations to an existing commercial building. Interior alterations includes: new interior walls, ceilings, mechanical, electrical and finishing touches. Exterior aterations will include: handicapped ramp, parking slots and lining.",Office Complex (522),(03) Interior Alterations,1600000,11000,0,10403 - 172 STREET NW,Plan 7720926 Blk 1 Lots 2-3,BE,4510,STONE INDUSTRIAL,,1,53.54696392551877,-113.61685149980094,"{'latitude': '53.54696392551877', 'longitude': '-113.61685149980094', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61685149980094, 53.54696392551877]}",
4-156675615,2015-03-12T00:00:00.000,2015-03-12T00:00:00.000,2015,3,Commercial Final,To construct interior alterations for CAP Link Suite 1000- (elevator and washroom core NIC) 10th Floor,Office Buildings (520),(03) Interior Alterations,48000,3300,0,8215 - 112 STREET NW,Plan 5384RS Blk 158 Lot 1A,DC2,5200,GARNEAU,,1,53.51860391214073,-113.52021095968786,"{'latitude': '53.51860391214073', 'longitude': '-113.52021095968786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52021095968786, 53.51860391214073]}",
0-155028824,2014-07-04T00:00:00.000,2014-07-04T00:00:00.000,2014,7,Commercial Final,"To construct interior alterations - ""Coffee Connection"" Work includes 1 barrier-free washroom and 1 1hr fire-rated demising wall. Maximum occupancy 10.","Storage Buildings, Warehouses (460)",(03) Interior Alterations,63350,3871,0,4230 - 99 STREET NW,Plan 4731TR Blk 1 Lot 6,BE,6700,STRATHCONA INDUSTRIAL PARK,,1,53.47937918977416,-113.48752598382777,"{'latitude': '53.47937918977416', 'longitude': '-113.48752598382777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48752598382777, 53.47937918977416]}",
1-97951610,2010-10-07T00:00:00.000,2010-10-07T00:00:00.000,2010,10,Commercial Final,"To construct Interior and Exterior Alterations (new windows, expand wheel chair access ramp and to revise site plan to increase parking) to a Community Recreation Services Building.",Indoor Recreational Buildings (560),(03) Exterior Alterations,200000,3200,0,9350 - 82 STREET NW,"Plan 7823542 Blk 17 Lots 30-31,34",US,6310,HOLYROOD,,1,53.53049076364716,-113.45238527455237,"{'latitude': '53.53049076364716', 'longitude': '-113.45238527455237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.45238527455237, 53.53049076364716]}",
0-160029182,2014-09-09T00:00:00.000,2014-09-09T00:00:00.000,2014,9,Commercial Final,Parkade Ramp repair at Anderson Hall,Engineering (490),(03) Exterior Alterations,555809,,0,10959 - 102 STREET NW,Plan 7540AH Blk 1 Lots 309-311,UF,1030,CENTRAL MCDOUGALL,Chinatown and Area,1,53.556240634937765,-113.49503505076812,"{'latitude': '53.556240634937765', 'longitude': '-113.49503505076812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49503505076812, 53.556240634937765]}",
0-89866617,2012-11-21T00:00:00.000,2012-11-21T00:00:00.000,2012,11,Commercial Final,To construct an accessory building for a Utility building - City of Edmonton sewage lift station.,Utility Buildings (480),(01) New,150000,,0,11560U - 163 STREET NW,Plan 7520501 Lot U1,IM,4350,NORWESTER INDUSTRIAL,,1,53.56654646305017,-113.60291822276506,"{'latitude': '53.56654646305017', 'longitude': '-113.60291822276506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60291822276506, 53.56654646305017]}",
2-151371657,2014-09-30T00:00:00.000,2014-09-30T00:00:00.000,2014,9,Commercial Final,To construct exterior alterations to the east portion of an existing Assembly Use building (removal of existing canopy and replace with brick to match existing; re and re concrete landing and steps with new concrete landing and steps; new steel guardrail/handrail and new metal doors - Beth Shalom Synagogue).,Religious Buildings (660),(03) Exterior Alterations,10000,96,0,11916 - JASPER AVENUE NW,Plan 4423AJ Blk 19 Lots 26-29,UF,1151,WÎHKWÊNTÔWIN,,1,53.54128596624025,-113.52798559817533,"{'latitude': '53.54128596624025', 'longitude': '-113.52798559817533', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52798559817533, 53.54128596624025]}",
2-102074730,2010-11-18T00:00:00.000,2010-11-18T00:00:00.000,2010,11,Commercial Final,To demolish a free stand ramp (free standing structure),"Storage Buildings, Warehouses (460)",(99) Demolition,150000,,0,10040 - 103 STREET NW,Plan 3136KS Blk 3 Lot 70,CMU,1090,DOWNTOWN,Downtown,1,53.54008959814855,-113.49837674649301,"{'latitude': '53.54008959814855', 'longitude': '-113.49837674649301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49837674649301, 53.54008959814855]}",
1-157139256,2014-11-20T00:00:00.000,2014-11-20T00:00:00.000,2014,11,Commercial Final,To construct interior alterations (Work includes 2 barrier-free washrooms Maximum occupancy 20) WORK STARTED WITHOUT PERMITS - Pamper & Play Salon and Spa.,Retail and Shops (510),(03) Interior Alterations,140000,2146,0,228 - 91 STREET SW,Plan 1122206 Unit 2,CG,6214,ELLERSLIE INDUSTRIAL,,1,53.43149018993753,-113.46934610960153,"{'latitude': '53.43149018993753', 'longitude': '-113.46934610960153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.46934610960153, 53.43149018993753]}",
0-172425542,2015-06-17T00:00:00.000,2015-06-17T00:00:00.000,2015,6,Commercial Final,"To construct Interior Alterations in FFAC Alliance Church (1 Barrier-Free WC, 1 WC, 1  ancillary room)",Religious Buildings (660),(03) Interior Alterations,26500,260,0,10115 - 79 STREET NW,Plan 6441KS Blk 5 Lot 12,A,6230,FOREST HEIGHTS,,1,53.54205731623142,-113.44854933405905,"{'latitude': '53.54205731623142', 'longitude': '-113.44854933405905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.44854933405905, 53.54205731623142]}",
0-88610083,2009-09-24T00:00:00.000,2009-09-24T00:00:00.000,2009,9,Commercial Final,To Construct structural concrete repairs to parkade - Entrance ramp and levels 1-2-3-4,Office Buildings (520),(03) Interior Alterations,17600,0,0,9925 - 109 STREET NW,Plan NB Blk 8 Lots 22-26,CMU,1090,DOWNTOWN,Downtown,1,53.53744711507972,-113.5078803640278,"{'latitude': '53.53744711507972', 'longitude': '-113.5078803640278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5078803640278, 53.53744711507972]}",
34-118314913,2015-03-24T00:00:00.000,2015-03-24T00:00:00.000,2015,3,Commercial Final,"To construct interior alterations to a General Industrial Use building,   ""Husqvarna"", Rampart Business, Building 1.","Storage Buildings, Warehouses (460)",(03) Interior Alterations,450000,804,0,14470 - 157 AVENUE NW,Plan 1120931 Blk 3 Lot 1,IM,3360,RAMPART INDUSTRIAL,,1,53.61937308248536,-113.57524401186704,"{'latitude': '53.61937308248536', 'longitude': '-113.57524401186704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57524401186704, 53.61937308248536]}",
0-151226924,2014-04-22T00:00:00.000,2014-04-22T00:00:00.000,2014,4,Commercial Final,"To construct interior alterations to en existing General Industrial Bldg - Allied Threaded Products (two offices, one boardroom, 1 barrier-free washroom, 1 washroom, 1 lunchroom, and reception area.) Maximum occupancy 10 persons.","Storage Buildings, Warehouses (460)",(03) Interior Alterations,13000,1220,0,8515 - MCINTYRE ROAD NW,Plan 9121003 Blk 4 Lot 18,"IM, BE",6430,MCINTYRE INDUSTRIAL,,1,53.48950320604653,-113.45188217857613,"{'latitude': '53.48950320604653', 'longitude': '-113.45188217857613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.45188217857613, 53.48950320604653]}",
1-97006392,2010-09-27T00:00:00.000,2010-09-27T00:00:00.000,2010,9,Commercial Final,"To Construct an Addition (Main & Mezz addition / office space (Grid lines 11-13 & A-E) & lunchroom space (Grid lines 6-8 & A-C) & Exterior Alterations (New Conc. Ramp, New Windows) to an existing General Industrial Use Building (McLeod Windows).","Storage Buildings, Warehouses (460)",(02) Addition,1000000,102160,0,15311 - 128 AVENUE NW,Plan 3340RS Blk B Lot 3,IM,4320,MISTATIM INDUSTRIAL,,1,53.583744317275816,-113.584954763468,"{'latitude': '53.583744317275816', 'longitude': '-113.584954763468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.584954763468, 53.583744317275816]}",
1-111432354,2011-08-08T00:00:00.000,2011-08-08T00:00:00.000,2011,8,Commercial Final,To construct exterior alterations (wheelchair ramp) for SEESA,Indoor Recreational Buildings (560),(03) Exterior Alterations,10000,,0,9350 - 82 STREET NW,"Plan 7823542 Blk 17 Lots 30-31,34",US,6310,HOLYROOD,,1,53.53049076364716,-113.45238527455237,"{'latitude': '53.53049076364716', 'longitude': '-113.45238527455237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.45238527455237, 53.53049076364716]}",
25-69088481,2012-12-11T00:00:00.000,2012-12-11T00:00:00.000,2012,12,Commercial Final,"To construct interior and exterior alteration ( ramp & retainig wall ) to a multi-bay warehouse facility Hopewell Developments ( Curt Manufacturing) Building ""A""","Storage Buildings, Warehouses (460)",(03) Interior Alterations,390000,23837,0,12820 - 184 STREET NW,Plan 0726720 Blk 1 Lot 7,IM,4475,KINOKAMAU PLAINS AREA,,1,53.58389311476288,-113.64438923937907,"{'latitude': '53.58389311476288', 'longitude': '-113.64438923937907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.64438923937907, 53.58389311476288]}",
0-131238107,2012-12-18T00:00:00.000,2012-12-18T00:00:00.000,2012,12,Commercial Final,"To construct interior alterations and exterior alterations ( new overhead door,ramp and retaining walls ) to an existing Office/warehouse - Bantrel Co","Storage Buildings, Warehouses (460)",(03) Interior Alterations,192000,57823,0,12860 - 184 STREET NW,Plan 0726720 Blk 1 Lot 7,IM,4475,KINOKAMAU PLAINS AREA,,1,53.58389311476288,-113.64438923937907,"{'latitude': '53.58389311476288', 'longitude': '-113.64438923937907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.64438923937907, 53.58389311476288]}",
1-87762644,2011-02-15T00:00:00.000,2011-02-15T00:00:00.000,2011,2,Commercial Final,To construct an addition c/w attached loading ramp (24.9 m X 8.6 m) & 3 new R.T.U.'s to an existing warehouse building (Direct Buy Warehouse).,"Storage Buildings, Warehouses (460)",(02) Addition,1027425,10815,0,10833 - 178 STREET NW,Plan 7721110 Blk 8 Lot 17,IM,4300,MCNAMARA INDUSTRIAL,,1,53.555470502675526,-113.62652071223265,"{'latitude': '53.555470502675526', 'longitude': '-113.62652071223265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62652071223265, 53.555470502675526]}",
0-118218628,2011-12-21T00:00:00.000,2011-12-21T00:00:00.000,2011,12,Commercial Final,Construct Interior Alterations to 2nd floor of Manulife Place - Renovation to existing Washrooms for Barrier Free,Office Buildings (520),(03) Interior Alterations,80000,420,0,10180 - 101 STREET NW,Plan 8121364 Blk 1 Lot A,CCA,1090,DOWNTOWN,Downtown,1,53.54263852405392,-113.49459965019408,"{'latitude': '53.54263852405392', 'longitude': '-113.49459965019408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49459965019408, 53.54263852405392]}",
5-168476677,2015-10-21T00:00:00.000,2015-10-21T00:00:00.000,2015,10,Commercial Final,"To construct an addition to existing Buildings ""A"" and ""B"" (new gymnasium ""Building C"" and add an elevator lobby onto ""Building B""),  Hazardous Material abatement, interior and exterior alterations, and site modifications (adding 2 site access locations, widening 1 site access, and relocating 1 site access) to a school (Ross Sheppard High School).",Secondary Schools (622),(02) Addition,30040292,,0,13546 - 111 AVENUE NW,Plan 0727111 Blk 25 Lot 1,"PS, UF",3450,WOODCROFT,,1,53.5597293739062,-113.55750227283443,"{'latitude': '53.5597293739062', 'longitude': '-113.55750227283443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55750227283443, 53.5597293739062]}",
0-181327972,2015-11-12T00:00:00.000,2015-11-12T00:00:00.000,2015,11,Commercial Final,To construct exterior alterations to an existing parkade structure @ College Plaza. Surface repairs to Parking Level P1 Exit Area and P2 Ramp.,Engineering (490),(03) Exterior Alterations,6000,1625,0,8215 - 112 STREET NW,Plan 5384RS Blk 158 Lot 1A,DC2,5200,GARNEAU,,1,53.51860391214073,-113.52021095968786,"{'latitude': '53.51860391214073', 'longitude': '-113.52021095968786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52021095968786, 53.51860391214073]}",
0-141811486,2013-08-19T00:00:00.000,2013-08-19T00:00:00.000,2013,8,Commercial Final,"To construct interior alterations to a parking structure, Restoration of Parking Level 1,2,3 and Entrance Ramp, ""Sterling Place"".",Office Buildings (520),(03) Interior Alterations,82628,0,0,9940 - 106 STREET NW,Plan NB Blk 6 Lots 77-79,RMU,1090,DOWNTOWN,Downtown,1,53.53828733922272,-113.50344349744836,"{'latitude': '53.53828733922272', 'longitude': '-113.50344349744836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50344349744836, 53.53828733922272]}",
1-100607679,2012-01-25T00:00:00.000,2012-01-25T00:00:00.000,2012,1,Commercial Final,To Construct a Wheelchair Ramp.,"Day Cares, Nursing Homes (650)",(03) Exterior Alterations,800,,0,15331 - 104 AVENUE NW,Plan 6629ET Blk 24 Lot 10,RS,4090,CANORA,,1,53.546245055368345,-113.5863375482468,"{'latitude': '53.546245055368345', 'longitude': '-113.5863375482468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5863375482468, 53.546245055368345]}",
