row_id,issue_date,permit_date,year,month_number,job_category,job_description,building_type,work_type,construction_value,floor_area,units_added,address,legal_description,zoning,neighbourhood_numberr,neighbourhood,bia,count,latitude,longitude,location,geometry_point,occupancy_granted_date
1-84976148,2009-09-02T00:00:00.000,2009-09-02T00:00:00.000,2009,9,Commercial Final,"To construct exterior and interior alterations to a hotel (2 exterior doors &  service ramp ""Sawridge Hotel"")",Hotels (530),(03) Interior Alterations,1400000,11771,0,4235 - GATEWAY BOULEVARD NW,Plan 9020451 Blk 1A Lot 1,"CG, CB",5120,CALGARY TRAIL SOUTH,,1,53.478734402961756,-113.49133155884972,"{'latitude': '53.478734402961756', 'longitude': '-113.49133155884972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49133155884972, 53.478734402961756]}",
1-155936074,2014-10-01T00:00:00.000,2014-10-01T00:00:00.000,2014,10,Commercial Final,"To construct interior alterations to a restaurant ""Vi's for Pies"" (Expansion into adjacent unit.) Work includes 1 barrier-free washroom, kitchen/food prep area. Maximum indoor occupant load 38. No commercial kitchen included in this permit.",Restaurants and Bars (540),(03) Interior Alterations,80000,1262,0,13412 - STONY PLAIN ROAD NW,Plan 3875P Blk 92 Lot 1,CNC,3200,GLENORA,,1,53.54570210918385,-113.55348785156615,"{'latitude': '53.54570210918385', 'longitude': '-113.55348785156615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55348785156615, 53.54570210918385]}",
3-502186781,2024-10-07T00:00:00.000,2024-10-07T00:00:00.000,2024,10,Commercial Final,"To construct a utility building (20 m deep dry well storm water lift station) in the Century Park area, for the future LRT Capital Line South extension.",Utility Buildings (480),(01) New,1700000,688.72,0,2331 - 111 STREET NW,,,5180,ERMINESKIN,,1,,,,,
2-70683382,2015-02-26T00:00:00.000,2015-02-26T00:00:00.000,2015,2,Commercial Final,To construct interior alterations to a Medical Treatment Facility (Canadian Red Cross Building) - Add components to Fire Alarm System in the elevator/corridor areas on each floor.,"Clinics, Health Units (642)",(03) Interior Alterations,27895,,0,8249 - 114 STREET NW,Plan 8420815 Blk G,AJ,5520,UNIVERSITY OF ALBERTA,,1,53.51897472257887,-113.52460964782821,"{'latitude': '53.51897472257887', 'longitude': '-113.52460964782821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52460964782821, 53.51897472257887]}",
0-131922425,2012-12-03T00:00:00.000,2012-12-03T00:00:00.000,2012,12,Commercial Final,"To construct interior and exterior alterations to a industrial building  (scissor lift lower level to main; exterior loading dock/stair and scissor lift; partitions)  ""EMD Serono""",Laboratory/Research Centres (580),(03) Interior Alterations,250000,962,0,2011 - 94 STREET NW,Plan 8120859 Blk 3 Lot 1,BE,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,,1,53.450946057130764,-113.4716475438559,"{'latitude': '53.450946057130764', 'longitude': '-113.4716475438559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4716475438559, 53.450946057130764]}",
0-92328935,2009-12-23T00:00:00.000,2009-12-23T00:00:00.000,2009,12,Commercial Final,To Construct interior alterations to Southminister Steinhauer Church - construct Elevator Lift within an existing Elavator shaft.,Religious Buildings (660),(03) Interior Alterations,35000,10872,0,10740 - 19 AVENUE NW,Plan 9821211 Blk 5 Lot 15,UF,5250,KEHEEWIN,,1,53.448126554234356,-113.50586968801593,"{'latitude': '53.448126554234356', 'longitude': '-113.50586968801593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50586968801593, 53.448126554234356]}",
1-169164939,2015-05-12T00:00:00.000,2015-05-12T00:00:00.000,2015,5,Commercial Final,"To construct exterior alterations to an existing Bar and Neighbourhood Pub (replace wood panel fascade with manufactured stone to a height of 1.2 m above grade (south and west elev.) and replace single patio door with double door on power door operator on store front (providing access to existing patio, perimter enclosed not serving an exit)   - no increase in seating capacity, ""O2's""",Restaurants and Bars (540),(03) Exterior Alterations,20000,100,0,11026 - JASPER AVENUE NW,Plan NB Blk 10 Lots 91-92,DC2,1151,WÎHKWÊNTÔWIN,,1,53.541279212954315,-113.51168050236605,"{'latitude': '53.541279212954315', 'longitude': '-113.51168050236605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51168050236605, 53.541279212954315]}",
2-103392891,2011-10-17T00:00:00.000,2011-10-17T00:00:00.000,2011,10,Commercial Final,"To construct an Accessory building (detached six car garage) for a Professional, Financial, and Office Support Service Building (Ormed Headquarters).  Car lift not included this permit.","Storage Buildings, Warehouses (460)",(01) New,250000,1656,0,1475 - 91 STREET SW,Plan 0729580 Blk 1 Lots 40-41,"EIB, EIB",6213,SUMMERSIDE,,1,53.418767995818655,-113.47743480266882,"{'latitude': '53.418767995818655', 'longitude': '-113.47743480266882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47743480266882, 53.418767995818655]}",
1-96445496,2012-05-25T00:00:00.000,2012-05-25T00:00:00.000,2012,5,Commercial Final,To change the use of a General Retail Store bay to a Commercial School  and construct interior alterations (barrier free washroom). (J'Adore Dance),Indoor Recreational Buildings (560),(03) Interior Alterations,28500,1532.83,0,5708 - 111 STREET NW,Plan 9720491 Blk 15 Lot 2B,CG,5270,LENDRUM PLACE,,1,53.495207521255374,-113.51777233027487,"{'latitude': '53.495207521255374', 'longitude': '-113.51777233027487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51777233027487, 53.495207521255374]}",
0-144813143,2013-10-28T00:00:00.000,2013-10-28T00:00:00.000,2013,10,Commercial Final,To construct a new lift station for Starling Stage 1 East,Utility Buildings (480),(01) New,300000,889,0,1360 - STARLING DRIVE NW,Plan 1221930 Blk 1 Lot 45PUL,PU,4474,STARLING,,1,53.59540256259252,-113.65650788456989,"{'latitude': '53.59540256259252', 'longitude': '-113.65650788456989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.65650788456989, 53.59540256259252]}",
1-123639704,2013-04-24T00:00:00.000,2013-04-24T00:00:00.000,2013,4,Commercial Final,"To construct exterior alterations (Wheelchair Ramp and ATCO Gas meter enclosure) to a Professional, Financial, and Office Support Service building (Alberta Blue Cross).",Office Buildings (520),(03) Exterior Alterations,220000,0,0,10009 - 108 STREET NW,Plan NB Blk 7 Lots 31-32,CMU,1090,DOWNTOWN,Downtown,1,53.53909241675244,-113.50606330764296,"{'latitude': '53.53909241675244', 'longitude': '-113.50606330764296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50606330764296, 53.53909241675244]}",
0-167942583,2015-05-14T00:00:00.000,2015-05-14T00:00:00.000,2015,5,Commercial Final,"To construct interior alterations to a professional office, 2 barrier free washrooms main floor lobby, Parkington Plaza.",Office Buildings (520),(03) Interior Alterations,64000,,0,10408 - 124 STREET NW,Plan 9723862 Blk 31 Lot 5,MU,3440,WESTMOUNT,124 Street and Area,1,53.54657535755837,-113.53638322635459,"{'latitude': '53.54657535755837', 'longitude': '-113.53638322635459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53638322635459, 53.54657535755837]}",
0-158368069,2014-08-27T00:00:00.000,2014-08-27T00:00:00.000,2014,8,Commercial Final,"To construct interior alteration to an existing hotel restaurant/lounge  (""Four Points Sheraton Hotel"") New Lounge, Dining Room with new ramp access.",Hotels (530),(03) Interior Alterations,230000,3200,0,7230 - ARGYLL ROAD NW,"Plan 4626NY Blk 4 Lots 6,8,10",CB,6260,GIRARD INDUSTRIAL,,1,53.51012633383264,-113.44057335253851,"{'latitude': '53.51012633383264', 'longitude': '-113.44057335253851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.44057335253851, 53.51012633383264]}",
0-154141555,2014-05-14T00:00:00.000,2014-05-14T00:00:00.000,2014,5,Commercial Final,"To construct interior alterations to a general retail,  reconfigure rear warehouse to office, ""Alberta Mobility"".",Retail and Shops (510),(03) Interior Alterations,5000,250,0,9915 - 108A AVENUE NW,Plan 9121442 Blk C Lot 17,MU,1140,MCCAULEY,Chinatown and Area,1,53.55411487391266,-113.49280233913194,"{'latitude': '53.55411487391266', 'longitude': '-113.49280233913194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49280233913194, 53.55411487391266]}",
1-153917317,2015-05-22T00:00:00.000,2015-05-22T00:00:00.000,2015,5,Commercial Final,"To construct interior and exterior alterations to an existing Health Services building (construct a handicapped ramp, extend existing deck covering for existing uncovered west deck, replace siding, remove windows).","Clinics, Health Units (642)",(03) Interior Alterations,175000,,0,10848 - 72 AVENUE NW,Plan 5765Q Blk 10 Lot 30,RM,5330,QUEEN ALEXANDRA,,1,53.508742059545064,-113.51170974741302,"{'latitude': '53.508742059545064', 'longitude': '-113.51170974741302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51170974741302, 53.508742059545064]}",
0-150231523,2014-04-01T00:00:00.000,2014-04-01T00:00:00.000,2014,4,Commercial Final,"To construct interior alterations for the RCMP - construct one barrier-free washroom, and vestibule and remove existing offices. Maximum 10 occupancy.",Law Enforcement/Emergency Svcs. (612),(03) Interior Alterations,71247,3820,0,14502 - 115 AVENUE NW,Plan 1751KS Blk 7 Lot 19,IM,3230,HUFF BREMNER ESTATE INDUSTRIAL,,1,53.56566068415532,-113.5714898032326,"{'latitude': '53.56566068415532', 'longitude': '-113.5714898032326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5714898032326, 53.56566068415532]}",
0-144072426,2013-10-24T00:00:00.000,2013-10-24T00:00:00.000,2013,10,Commercial Final,Century Place Parkade Ramp Repairs,Engineering (490),(03) Interior Alterations,50000,208,0,9803 - 102A AVENUE NW,Plan 1839TR Blk 5 Lot 5,CCA,1090,DOWNTOWN,Downtown,1,53.544419707264936,-113.4878755913641,"{'latitude': '53.544419707264936', 'longitude': '-113.4878755913641', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4878755913641, 53.544419707264936]}",
0-134265322,2013-02-14T00:00:00.000,2013-02-14T00:00:00.000,2013,2,Commercial Final,"To construct interior alterations (Data room, 2 barrier-free washrooms) to the 3rd. floor of an exiting office/retail building, add a fuel tank room in basement level and roof top concrete pad and curbs",Retail and Shops (510),(03) Interior Alterations,1000000,12538,0,10200 - 102 AVENUE NW,Plan 0221698 Blk 1 Lots 1;Plan 9920847 Blks A,CCA,1090,DOWNTOWN,Downtown,1,53.54357556922821,-113.49570453982393,"{'latitude': '53.54357556922821', 'longitude': '-113.49570453982393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49570453982393, 53.54357556922821]}",
0-140419183,2015-01-15T00:00:00.000,2015-01-15T00:00:00.000,2015,1,Commercial Final,"To construct interior alterations to a public education services building, barrier free washroom and barrier free lift. ""St. Jerome Elemenatry School"".",Elementary Schools (620),(03) Interior Alterations,100000,,0,3310 - 107 AVENUE NW,Plan 1893NY Blk 9 Lot 1,PS,2660,RUNDLE HEIGHTS,,1,53.56114289831292,-113.3918251081966,"{'latitude': '53.56114289831292', 'longitude': '-113.3918251081966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.3918251081966, 53.56114289831292]}",
1-145486123,2014-05-09T00:00:00.000,2014-05-09T00:00:00.000,2014,5,Commercial Final,"To change the use of a General Retail Store and Health Service to a Restaurant (expand existing Restaurant - (Units 11848, 11850), and to construct interior alteration ""Shisha Cafe and Bistro"". Work includes 1 new rtu, 2 barrier-free washrooms, and upgraded kitchen area.",Restaurants and Bars (540),(03) Interior Alterations,30000,1243,0,11848 - 145 AVENUE NW,Plan 7520907 Blk 12 Lot 6B,CN,3060,CAERNARVON,,1,53.60801894886195,-113.52700803122704,"{'latitude': '53.60801894886195', 'longitude': '-113.52700803122704', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52700803122704, 53.60801894886195]}",
1-85802389,2009-09-28T00:00:00.000,2009-09-28T00:00:00.000,2009,9,Commercial Final,To construct exterior alterations (barrier free ramp) and Barrier free lift on interior..,Religious Buildings (660),(03) Interior Alterations,31000,50,0,"BSMT, 8318 - 104 STREET NW",Plan I Blk 80 Lots 4-8,"UF, MU",5480,STRATHCONA,,1,53.51968849085438,-113.49809854880132,"{'latitude': '53.51968849085438', 'longitude': '-113.49809854880132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49809854880132, 53.51968849085438]}",
0-149627847,2014-03-05T00:00:00.000,2014-03-05T00:00:00.000,2014,3,Commercial Final,To demolish existing partition walls and construct interior alterations 6th floor - Child and Youth Advocate. Server room and rough-in for 1 new barrier free washroom only.,Office Complex (522),(03) Interior Alterations,500000,,0,9925 - 109 STREET NW,Plan NB Blk 8 Lots 22-26,CMU,1090,DOWNTOWN,Downtown,1,53.53744711507972,-113.5078803640278,"{'latitude': '53.53744711507972', 'longitude': '-113.5078803640278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5078803640278, 53.53744711507972]}",
0-139192290,2013-11-05T00:00:00.000,2013-11-05T00:00:00.000,2013,11,Commercial Final,"To construct interior alteration to existing Industrial - F2 Building (4 Washroom w/ 2 Barrier Free , lunchroom, 1 additional RTU) 2 new offices","Storage Buildings, Warehouses (460)",(03) Interior Alterations,480000,29955,0,13519 - 156 STREET NW,Plan 0724736 Blk 2 Lot 10,BE,4320,MISTATIM INDUSTRIAL,,1,53.59760403914645,-113.58671403119698,"{'latitude': '53.59760403914645', 'longitude': '-113.58671403119698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58671403119698, 53.59760403914645]}",
0-82457948,2009-01-07T00:00:00.000,2009-01-07T00:00:00.000,2009,1,Commercial Final,To Construct interior alteration to the Law Courts Building - Barrier Free Washrooms to the 3rd and 4th floors - supply new water fountains and accessibilty to the caretira washrooms.,Government Legislative/Admin (610),(03) Interior Alterations,175000,800,0,1A - SIR WINSTON CHURCHILL SQUARE NW,Plan 702TR Blk 5 Lot 1A,CCA,1090,DOWNTOWN,Downtown,1,53.54565627259963,-113.48869905518936,"{'latitude': '53.54565627259963', 'longitude': '-113.48869905518936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48869905518936, 53.54565627259963]}",
1-84132372,2009-06-01T00:00:00.000,2009-06-01T00:00:00.000,2009,6,Commercial Final,To construct interior and exterior alterations to a General Retail Store.  (Put in new lintel for wider door and to expand into two additional bays),Retail and Shops (510),(03) Interior Alterations,50000,7445,0,4235 - 23 AVENUE NW,Plan 8620696 Blk 17 Lot 36,DC2,6150,DALY GROVE,,1,53.454379601902886,-113.40798630255534,"{'latitude': '53.454379601902886', 'longitude': '-113.40798630255534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.40798630255534, 53.454379601902886]}",
5-141820654,2014-11-18T00:00:00.000,2014-11-18T00:00:00.000,2014,11,Commercial Final,"To construct exterior alterations to West Edmonton Mall - Sport Chek - CRU M-360 North Portal - Sport Chek ll Entrance, and interior alterations to install elevator,escalator for Sport Chek.",Retail and Shops (510),(03) Exterior Alterations,1500000,,0,8882 - 170 STREET NW,Plan 8421891 Blk 28 Lot 5,"DC2, DC",4520,SUMMERLEA,,1,53.522713555201165,-113.62494764625916,"{'latitude': '53.522713555201165', 'longitude': '-113.62494764625916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62494764625916, 53.522713555201165]}",
0-141779265,2013-09-16T00:00:00.000,2013-09-16T00:00:00.000,2013,9,Commercial Final,"To Construct interior alterations to  a community centre/seniors' centre (""Evergreen Community League/Senior's Centre: convert 2 washrooms to barrier-free)",Indoor Recreational Buildings (560),(03) Interior Alterations,78994,0,0,31 - EVERGREEN PARK NW,Plan 915TR Lot A,"RSF, CN",2270,EVERGREEN,,1,53.63121693831695,-113.35531218077169,"{'latitude': '53.63121693831695', 'longitude': '-113.35531218077169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.35531218077169, 53.63121693831695]}",
1-90928679,2009-12-15T00:00:00.000,2009-12-15T00:00:00.000,2009,12,Commercial Final,"To construct exterior alterations & to demolish existing buildings (shop, offices (2) fire pumphouse, Elevators (2) Anexes (3) to a general industrial use building.","Storage Buildings, Warehouses (460)",(03) Exterior Alterations,200000,,0,12029 - 75 STREET NW,Plan 0227454 Blk B Lot 6A,IH,1270,YELLOWHEAD CORRIDOR EAST,,1,53.57439105548888,-113.45563570754626,"{'latitude': '53.57439105548888', 'longitude': '-113.45563570754626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.45563570754626, 53.57439105548888]}",
0-142589173,2014-04-01T00:00:00.000,2014-04-01T00:00:00.000,2014,4,Commercial Final,"To Construct Interior Alteration to an existing Industrial Building (office area within ""TAB Canada""). Includes 1 barrier-free washroom, 3 offices, and 1 storage space. Maximum occupant load 10 people.","Storage Buildings, Warehouses (460)",(03) Interior Alterations,20000,1038,0,13859 - 156 STREET NW,Plan 2321371 Blk 1 Lot 2,"IB, PU",4320,MISTATIM INDUSTRIAL,,1,53.603285302918614,-113.58554429608557,"{'latitude': '53.603285302918614', 'longitude': '-113.58554429608557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58554429608557, 53.603285302918614]}",
0-132474541,2012-12-19T00:00:00.000,2012-12-19T00:00:00.000,2012,12,Commercial Final,"To construct Exit Ramp and Deck Repairs to a professional office building, West Plaza   ""Telus Plaza"".",Office Buildings (520),(03) Exterior Alterations,27365,,0,10025 - JASPER AVENUE NW,Plan 882RS Lot 10A,CCA,1090,DOWNTOWN,Downtown,1,53.54071816691404,-113.49095398351992,"{'latitude': '53.54071816691404', 'longitude': '-113.49095398351992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49095398351992, 53.54071816691404]}",
0-149514323,2014-03-18T00:00:00.000,2014-03-18T00:00:00.000,2014,3,Commercial Final,"To construct interior alterations to the basement (new millwork and washroom fixtures), and main (offices) floors for Scotia Bank. 1 new barrier free washroom on main floor",Office Buildings (520),(03) Interior Alterations,900000,5400,0,11508 - JASPER AVENUE NW,Plan B3 Blk 15 Lot 78,MU,1151,WÎHKWÊNTÔWIN,,1,53.541285263432776,-113.51977062719844,"{'latitude': '53.541285263432776', 'longitude': '-113.51977062719844', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51977062719844, 53.541285263432776]}",
0-147094096,2013-12-12T00:00:00.000,2013-12-12T00:00:00.000,2013,12,Commercial Final,To construct interior alterations in an existing Lynwood Drugstore - Barrier-free washroom,Retail and Shops (510),(03) Interior Alterations,5000,56,0,8712 - 150 STREET NW,Plan 2419KS Blk 8 Lots 1-3,CG,4230,JASPER PARK,,1,53.51985783717108,-113.58028837343043,"{'latitude': '53.51985783717108', 'longitude': '-113.58028837343043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58028837343043, 53.51985783717108]}",
3-84977543,2015-03-06T00:00:00.000,2015-03-06T00:00:00.000,2015,3,Commercial Final,To Construct interior alterations to the 4th floor of an office tower (1 New Barrier Free Washroom in Public Corridor),Office Buildings (520),(03) Interior Alterations,16342,100,0,"400, 10150 - 100 STREET NW",Plan F Lots 33-34,CCA,1090,DOWNTOWN,Downtown,1,53.54244794467234,-113.49097871483498,"{'latitude': '53.54244794467234', 'longitude': '-113.49097871483498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49097871483498, 53.54244794467234]}",
1-112611421,2011-09-21T00:00:00.000,2011-09-21T00:00:00.000,2011,9,Commercial Final,To construct interior alterations and exterior alterations (loading ramp and enlarging overhead door).,"Storage Buildings, Warehouses (460)",(03) Interior Alterations,76500,500,0,7108 - 56 AVENUE NW,Plan 0522813 Blk 9 Lot 12,BE,6640,ROPER INDUSTRIAL,,1,53.492310459816416,-113.43612060361107,"{'latitude': '53.492310459816416', 'longitude': '-113.43612060361107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.43612060361107, 53.492310459816416]}",
0-141778994,2013-09-24T00:00:00.000,2013-09-24T00:00:00.000,2013,9,Commercial Final,"To change use (office to restaurant) and construct interior alterations (""Your Way Cafe & Deli Inc.""- barrier-free relaxation granted for only 1 B-F w/r)",Retail and Shops (510),(03) Interior Alterations,20000,1458,0,16524 - 111 AVENUE NW,Plan 8821409 Blk 1 Lot 4,BE,4600,WEST SHEFFIELD INDUSTRIAL,,1,53.56004228246219,-113.60586472512644,"{'latitude': '53.56004228246219', 'longitude': '-113.60586472512644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60586472512644, 53.56004228246219]}",
1-88951515,2009-09-30T00:00:00.000,2009-09-30T00:00:00.000,2009,9,Commercial Final,To construct exterior alterations (extend exterior landing for a wheel chair lift) and  to an existing Religious Assembly.,Religious Buildings (660),(03) Exterior Alterations,15500,50,0,10560 - 103 STREET NW,Plan 0325618 Blk 3 Lot 259A,CMUV,1030,CENTRAL MCDOUGALL,North Edge,1,53.549164601838335,-113.4979273036149,"{'latitude': '53.549164601838335', 'longitude': '-113.4979273036149', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4979273036149, 53.549164601838335]}",
12-135248339,2015-04-21T00:00:00.000,2015-04-21T00:00:00.000,2015,4,Commercial Final,To construct a forklift storage building,"Storage Buildings, Warehouses (460)",(01) New,25000,,0,11950 - 17 STREET NW,Plan 1323811 Blk 1 Lot 1,IM,2160,CLOVER BAR AREA,,1,53.57223300600867,-113.36319256311702,"{'latitude': '53.57223300600867', 'longitude': '-113.36319256311702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.36319256311702, 53.57223300600867]}",
51-109862908,2015-03-26T00:00:00.000,2015-03-26T00:00:00.000,2015,3,Commercial Final,"To change use of part of a building (F2 to A2) and construct interior alterations for ""U-Play Trampoline Park""  [Bldg ""C"" ]",Indoor Recreational Buildings (560),(03) Interior Alterations,130000,13800,0,13979 - 156 STREET NW,Plan 2321371 Blk 1 Lot 2,"IB, PU",4320,MISTATIM INDUSTRIAL,,1,53.603285302918614,-113.58554429608557,"{'latitude': '53.603285302918614', 'longitude': '-113.58554429608557', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58554429608557, 53.603285302918614]}",
0-155524424,2014-06-18T00:00:00.000,2014-06-18T00:00:00.000,2014,6,Commercial Final,"To construct interior alterations to an existing commercial shopping centre, Bourbon Street, (public corridor upgrade) Phase 1, 2 & 3. West Edmonton Mall.  Re-build Ramp, reconfigure stair, new handrails, new planter, replace wall material & column cover, new dropped ceiling feature, new floor tile.","Malls, Office/Retail (512)",(03) Interior Alterations,400000,1615,0,8882 - 170 STREET NW,Plan 8421891 Blk 28 Lot 5,"DC2, DC",4520,SUMMERLEA,,1,53.522866753314126,-113.62815248712937,"{'latitude': '53.522866753314126', 'longitude': '-113.62815248712937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62815248712937, 53.522866753314126]}",
0-112665475,2011-12-08T00:00:00.000,2011-12-08T00:00:00.000,2011,12,Commercial Final,To construct interior alterations to an existing retail space - Bell Mobility.,"Malls, Office/Retail (512)",(03) Interior Alterations,50000,828.8,0,"113, 12222 - 137 AVENUE NW",Plan 7922542 Blk 35 Lot 29,"CG, RM",3020,BARANOW,,1,53.60075205803242,-113.53283164288216,"{'latitude': '53.60075205803242', 'longitude': '-113.53283164288216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53283164288216, 53.60075205803242]}",
3-938046,2015-01-13T00:00:00.000,2015-01-13T00:00:00.000,2015,1,Commercial Final,To construct 2 washrooms - 1 Barrier Free (Morris Furs).,Retail and Shops (510),(03) Interior Alterations,20000,160,0,10112 - 107 STREET NW,Plan NB Blk 7 Lot 87,JAMSC,1090,DOWNTOWN,Downtown,1,53.54127546989259,-113.50505534266213,"{'latitude': '53.54127546989259', 'longitude': '-113.50505534266213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50505534266213, 53.54127546989259]}",
0-133754641,2013-02-14T00:00:00.000,2013-02-14T00:00:00.000,2013,2,Commercial Final,"To construct interior alterations to a professional office,  4th floor ""YWCA"" , Empire Building.( 2 new Barrier Free washrooms and office.)",Office Buildings (520),(03) Interior Alterations,152000,900,0,10080 - JASPER AVENUE NW,Plan F Lot 20,CCA,1090,DOWNTOWN,Downtown,1,53.54131870414769,-113.49313885820884,"{'latitude': '53.54131870414769', 'longitude': '-113.49313885820884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49313885820884, 53.54131870414769]}",
0-151494535,2014-05-05T00:00:00.000,2014-05-05T00:00:00.000,2014,5,Commercial Final,"To construct interior alterations to an existing commercial bulding ""Menchies"", Includes two barrier-free washrooms, service counters, 2 walk-in freezers, kitchen, ????1 new roof-top unit???? and mechanical ducts.",Office Buildings (520),(03) Interior Alterations,200000,1362,0,10358 - 82 AVENUE NW,Plan I Blk 68 Lots 12-13,"DC, DC",5480,STRATHCONA,Old Strathcona,1,53.51839126299445,-113.49698819702334,"{'latitude': '53.51839126299445', 'longitude': '-113.49698819702334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49698819702334, 53.51839126299445]}",
