OBJECTID_1,join_OBJECTID,CUSTOMFOLDERNUMBER,FOLDERDESCRIPTION,FOLDERNAME,FOLDERTYPE,Subtype,Worktype,INDATE,ISSUEDATE,PROPERTYRSN,Status,Construction_Value,Dwelling_Units_Created,GFA,GFA__Accessory_Unit_,GFA__Basements_Alterations_,Infill_Lot,ConstructionStartDate,UnitsDemolished,AdjustedWorktype,StatusGroup,GlobalID,Number_of_Storeys,LEGALDESC,latitude,longitude
8443,2554161,2023 138632 000 00 RN,"REPEAT 23-126928, TASD5013 &ndash; 6 bedrooms (incl bsmt bdrm)
Construction of a 3-storey detached dwelling (2 story w/Loft) includes partially finished basement w/2pce Bath; gas fireplace on main level, double car garage, and a rear 3rd floor balcony. 	
Lot 90, elev. B &ndash; options chosen:  fin. Basement Bedroom w/3pce Bath, Basement Walk-up, Chef Centre, 2nd Flr additional Ensuite and Elevator &ndash; with Deck.",3172 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1700438400000,2024-04-09,124670,Closed,400000,1,399.22,97.16,0,No,1712793600000,,New Construction,Closed,94fba015-2457-4d16-a7ff-3d873266c9e7,3,PLAN M1272 LOT 90,43.4834421570962,-79.74086918613904
9154,2432907,2020 001399 000 00 AN,Addition of wheelchair access ramp at main entrance of apartment building.  No GFA added.,30 Speers M9T2C5,AN,Rental Apartment,Addition,1596672000000,2020-11-23,27934,Closed,18000,0,15.63,,,Yes,1606262400000,,Addition,Closed,c926d8cf-1d4d-4b28-9673-f5e97952be1c,0,CON 3 SDS PT LOT 15   ,43.4482892955418,-79.68492208905927
9341,2406103,2023 106119 000 00 RN,"Construction of a new two storey single-family dwelling with 42.4 sqm attached garage, elevator, front and rear porches, and finished walkout basement with room under the garage. 

DEMO 23-110399 DP",603 Stephens Cres,RN,Single Family Detached Dwelling,New Const.,1679356800000,2023-07-18,32308,Conditional,1200000,1,248.14,195.87,0,Yes,1695859200000,,New Construction,Occupancy Granted,601d5fd5-e1d1-4314-811e-7ec1c0591909,2,PLAN 686 LOT 94   ,43.43235904186318,-79.6992381992878
9413,2559070,2025 110591 000 00 BDP,"LOT SPECIFIC - Based on Model 2002-End Elevation A. BLK 20 &ndash; Unit 1. Construction of a 3 Storey Town House with Attached Garage, Wood Deck in the Garage, Fireplace, Covered Porch, Elevator 41&apos;X41&apos; Cab. Main and Upper Rear Balcony, Main Floor Front Balcony. Finished Basement and Cold Cellar. 3 Bedrooms
",349 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746144000000,2025-07-25,128937,Issued,425920,1,301.47,56.58,0,No,1754352000000,,New Construction,Permit Issued,16bf9888-9f0f-48b3-9b2c-417f70758635,3,PLAN M1301 PT BLK 20 RP 20R23111 PARTS 1 TO 4,43.45451971865476,-79.67395367999647
9564,2403606,2024 218043 000 00 RN,"Construction of a two (2) story Part 3 residential single detached dwelling with two attached garages, finished basement, car elevator, elevator, below grade entrance, covered front porch and covered rear loggia",309 Balsam Dr,RN,Single Family Detached Dwelling,New Const.,1728432000000,2025-01-28,40883,Issued,9000000,1,1202.26,451.51,0,Yes,1745798400000,,New Construction,Permit Issued,3f8eca43-3f38-40c6-93bc-70f42c795f16,2,PLAN 1009 LOT 63   ,43.457485824053556,-79.66802725321165
9606,2499938,2022 119281 000 00 AA,Construct new reinforced concrete accessible ramp at northwest side of property to rear entrance. No GFA Added ,265 Reynolds St,AA,Condominium Apartment,Alt./Improve,1659052800000,2022-11-14,39929,Closed,30000,0,24,,,No,,,Renovation & Repair,Closed,19c6974c-5255-4cfb-bfe4-9784071cf240,,PLAN 1 PT PARK LOT H   ,43.45196860723331,-79.6715326700373
9626,2523388,2022 133563 000 00 RN,"Construction of new (2) storey single dwelling with 3rd floor loft, with attached two car garage, storage room behind the garage, finished basement with walk-up , storage and hobby/craft room under rear Covered Porch. Elevator proposed. Pool cabana house in rear yard. ",383 Maplehurst Ave,RN,Single Family Detached Dwelling,New Const.,1671667200000,,6502,Cancelled,1500000,1,465,306.57,0,Yes,,,New Construction,Cancelled,b399b781-5fbb-48be-aa5e-9f86e9a6a101,2,"PLAN 350 PT LOTS 14,15   ",43.42606834612242,-79.69443069476365
9708,2529700,2022 105553 000 00 CN,Construction of stairs and ramps and modifications of existing parking structure for a multi-residential high-rise apartment building to introduce addition of temporary parking  for a future residential rental apartment infill project.,1230 White Oaks Blvd,CN,Parking Garage,Addition,1649203200000,2024-07-02,48002,Issued,100000,,3924.3,,,,,,Addition,Permit Issued,a2a17e56-6864-4ade-9c8a-ce387bcd9e49,,PLAN M26 BLK B   ,43.46842357761343,-79.68981387644988
9723,2413234,2022 101551 000 00 RN,"Construction of two storey single detached dwelling including attached garage, basement walk-up, basement finish, read and side covered porch and elevator. ",468 Saville Cres,RN,Single Family Detached Dwelling,New Const.,1643155200000,2022-10-17,9554,Closed,1200000,1,367,276.28,0,Yes,1673395200000,,New Construction,Closed,7b5fed12-d11b-4f93-a5b0-0121521a787b,2,PLAN 852 LOT 145   ,43.412872432106916,-79.71437356498681
10123,2532573,2024 221078 000 00 RN,"Construction of a two storey dwelling with attached garage with a rear yard door, basement finish, basement walk-up, cold cellar, elevator, gas fireplaces, front covered porch, rear covered porch with gas fireplace, and skylights.",411 Sandmere Pl,RN,Single Family Detached Dwelling,New Const.,1730937600000,2024-11-28,8820,Issued,9000000,1,340.16,194.24,0,Yes,1753056000000,,New Construction,Permit Issued,fe939aa2-77e0-4890-80ab-618d150ee591,2,PLAN 646 LOT 265   ,43.41614220320676,-79.70701469115794
10469,2447368,2020 001866 000 00 AA,Localized concrete repairs to apartment garage ramp. No GFA added.,"2300 Parkhaven Oakville ON
CANADA",AA,Condominium Apartment,Alt./Improve,1603670400000,2020-12-21,70050,Closed,55530,0,0,,,No,,,Renovation & Repair,Closed,161df4aa-be31-49fb-b6db-1575ee13ca14,,HALT CONDO PLAN 387 LEVEL 1 UNIT 1 ,43.476806198879366,-79.71902792631921
10489,2551833,2023 111563 000 00 RN,"Construction of a 2 storey single dwelling with an attached garage, finished basement, rear basement walk-up entrance, basement nanny suite, elevator, theatre room under the garage with front and rear covered porches.",85 Pebbleridge Pl,RN,Single Family Detached Dwelling,New Const.,1687132800000,2023-09-12,121791,Closed,1000000,1,506.03,252.53,0,Yes,1696291200000,,New Construction,Closed,7c8ad6df-461f-4f28-9f8c-aed51ffa860f,2,PLAN M1248 LOT 2 RP 20R22193 PART 1,43.43230013271634,-79.68167685758188
10490,2554130,2024 156449 000 00 RN,"REPEAT 23-156437, TBSD5022 &ndash; 4 bedrooms 
Construction of a 3-storey detached dwelling (2 story w/Loft) includes partially fin. basement; covered porch, gas fireplace - main, double car garage, and a rear 3rd floor balcony.
Lot 68, elev. B &ndash; options chosen:  Elevator, Cold Cellar, Basement Walk-up, Ground Flr Prep Kitchen, 2nd Floor Bdrm 3&amp;4 Ensuites, 3rd Floor Loft Retreat; and Extended 10ft ceiling Main flr and 9ft ceiling 2nd flr &ndash; no Deck.",3215 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1704758400000,2024-03-13,124647,Closed,400000,1,409.97,101.35,0,No,1712016000000,,New Construction,Closed,2a71cae9-10a9-4b5b-b559-102703b6f433,3,PLAN M1272 LOT 68 RP 20R22647 PART 27,43.48461560961758,-79.74166139688656
10596,2504516,2019 001341 REV 02 RA,"Revision to permit: HVAC revision to suit site conditions, storage area below rear porch, new elevator with elevator tower, interior floor layout changes ",1516 Duncan L6J2R3,RA,Single Family Detached Dwelling,Alt./Improve,1594598400000,2020-10-15,43303,Closed,2000,0,0,,,No,,,Renovation & Repair,Closed,40b238ec-013a-450c-8988-d233285c146f,,PLAN 596 LOT 12   ,43.47590591367204,-79.65544105670425
10919,2467831,2019 001458 000 00 RA,Construction of a new elevator shaft in existing single family detached dwelling. No HVAC work or interior alterations as per applicant. No GFA added.,78 Chisholm Street,RA,Single Family Detached Dwelling,Alt./Improve,1565913600000,2019-08-29,84976,Closed,30000,0,0,,,No,,,Renovation & Repair,Closed,934fbca3-7ad7-4908-9584-cf248b30e9d3,,"PLAN 1 BLK 68 PT LOT 6 RP 20R16120 PARTS 1, 11, 12 AND 13 ",43.44068561107058,-79.6721982984374
11124,2439065,2015 001376 000 00 TH,"New Townhouse - &quot;The Linden&quot; -  Interior unit. 3 Bedroom. This lot elevation &quot;B&quot;  (211.54m2), finished basement (23.61m2), attached garage (57.00m2), covered porches (2.20m2), complete with 2 decks. Options: without elevator. Includes water service inspection fee.",2191 Lillykin St Block K - Lot 111,TH,Row or Town House,New Const.,1439424000000,2015-11-05,108667,Closed,381000,1,211.54,,,No,1447718400000,,New Construction,Closed,5d8f4a5e-fd92-4a74-a477-062f276c1299,,PLAN M1162 PT BLK 8 RP 20R20529 PARTS 83 AND 114 ,43.47912045225372,-79.70923123007235
11484,2533230,2016 001781 000 00 RN,Construct a second storey addition (9.51m2) for new elevator.  Main floor and Basement alterations to fit elevator.,7 Third Line,RN,Single Family Detached Dwelling,Addition,1474934400000,2016-11-11,6254,Closed,25000,0,9.51,,,No,1485820800000,,Addition,Closed,e3b6a1e5-3ee8-4b63-af19-c048b97ca7c8,2,CON 4 SDS PT LOT 25 RP 20R15373 PARTS 1 TO 3   ,43.4027640811495,-79.69522620130036
11518,2439328,2024 207713 000 00 RN,"Construction of a 2 storey dwelling with attached garage with a side yard entrance, finished basement with basement walk-out/walk-up, front and rear covered porches with an additional rear open porch, elevator, fireplaces and skylights on all roof levels.",309 Winston Rd,RN,Single Family Detached Dwelling,New Const.,1724976000000,2025-01-16,6592,Issued,1000000,1,511.28,291.95,0,Yes,1743465600000,,New Construction,Permit Issued,52363d4f-a9f7-4e9a-a7d2-1e0c5b9860fe,2,PLAN 579 LOT 38   ,43.42399385539116,-79.69409346522977
11541,2559140,2024 156955 000 00 RN,"Adding walkout basement access, elevated wood deck, interior elevator, increase the size of two windows on second floor  and renovate part of the basement in an existing residential dwelling. ",2292 Charles Cornwall Ave,RN,Single Family Detached Dwelling,Addition,1721088000000,2024-10-29,119101,Issued,100000,0,0,109.21,0,Yes,1731974400000,,Addition,Permit Issued,1becad81-5d50-43e8-9204-f3f584ec298e,2,PLAN M1223 LOT 346,43.42081368339387,-79.74245550747366
12047,2470154,2024 156456 000 00 RN,"REPEAT 23-139123, TBSD4222 &ndash; 5 bedrooms (incl basement plan)
Construction of a 3-storey detached dwelling (2 story w/Loft) includes partially finished basement; gas fireplace on main level, double car garage, and a rear 3rd floor balcony.	
Lot 6, elev. A &ndash; options chosen:  Elevator, Cold Cellar, Basement Walk-up, fin. Basement Bedroom w/3-pce Bath, 3rd Floor Entertainment Room; and Extended 10ft ceiling Main flr and 9ft ceiling 2nd flr &ndash; with Deck.

1-1/4&quot; WATER SERVICE PIPE REQUIRED",3292 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1704758400000,2024-04-29,124586,Closed,400000,1,350.48,76.01,0,No,1718323200000,,New Construction,Closed,50cbe475-99c2-4cf6-92d3-353fcd460fc7,3,PLAN M1272 LOT 6 RP 20R22647 PART 4,43.485097714713476,-79.74320337748202
12159,2559165,2025 110640 000 00 BDP,"LOT SPECIFIC - Based on Model 2002 End Elevation A. BLK 21 &ndash; Unit 1. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Main Floor Front Balcony. Unfinished Basement, 3 PC Rought-in Finish Foyer and Cold Cellar. 2 Bedrooms.",331 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746403200000,2025-07-25,128945,Issued,387970,1,307.23,18.77,0,No,1753920000000,,New Construction,Permit Issued,8f8e91ab-79da-48f0-9d42-f980d290ae60,3,PLAN M1301 PT BLK 21 RP 20R23112 PARTS 1 TO 3 AND 21,43.454226273781906,-79.673438182272
12259,2475226,2025 110605 000 00 BDP,"LOT SPECIFIC - Based on Model 2001 Custom Elevation A. BLK 20 &ndash; Unit 2. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab. Fireplace. Main and Upper Rear Balcony, Upper-level Front Balcony. Finished Basement and Cold Cellar. 3 Bedrooms.
",347 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746144000000,2025-07-25,128938,Occupancy Granted,408100,1,283.82,57.79,0,No,1754352000000,,New Construction,NULL,fbb5d2e6-80a4-42f4-8f75-94e6101b71ce,3,PLAN M1301 PT BLK 20 RP 20R23111 PARTS 5 TO 7,43.454480576546736,-79.67388452844087
13067,2487647,2024 106584 000 00 RN,"Construction of a 2 storey single dwelling with finish basement, cold cellar, elevator, basement walk-out and walk-up, attached garage with car lift, garage side yard entrance, gas &amp; wood fireplaces, front and rear covered porches, skylights; and a rear yard accessory unit/pool house.",167 Balsam Dr,RN,Single Family Detached Dwelling,New Const.,1712793600000,2024-05-30,40845,Conditional,7000000,1,906.08,432.53,93.36,Yes,1723680000000,,New Construction,Occupancy Granted,ff142488-3893-4bda-930e-084012638d84,2,PLAN 1009 LOT 32   ,43.454081551099726,-79.66336053359052
13218,2559157,2025 110645 000 00 BDP,"LOT SPECIFIC - Model 2003 Elevation A. BLK 21 &ndash; Unit 4. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Upper Floor Front Balcony. Unfinished Basement, 3 PC Rought-in Finish Foyer and Cold Cellar. 3 Bedrooms.",325 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746403200000,2025-07-25,128952,Issued,353320,1,283.82,11.52,0,No,1753920000000,,New Construction,Permit Issued,89cd0245-c533-43ac-8710-b9edffc26528,3,PLAN M1301 PT BLK 21 RP 20R23112 PARTS 9 AND 10,43.45411863485922,-79.67324864784642
13327,2492451,2018 001788 000 00 RA,Proposed installation of new elevator in existing two storey single family townhouse dwelling. No GFA added.,71 Thomas Street,RA,Row or Town House,Alt./Improve,1542585600000,2019-01-07,54739,Closed,15000,0,0,,,Yes,,,Renovation & Repair,Closed,e8c3641d-c112-440c-b091-760bf4e8affa,,"PLAN 1 BLK 14 PT LOT A RP 20R11137 PARTS 4,5,12,13  ",43.444412611453664,-79.66773200962653
13377,2475310,2025 110641 000 00 BDP,"LOT SPECIFIC - Model 2003 Elevation A. BLK 21 &ndash; Unit 2. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Upper Floor Front Balcony. Unfinished Basement, 3 PC Rought-in Finish Foyer and Cold Cellar. 3 Bedrooms.",329 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746403200000,2025-07-25,128946,Issued,353320,1,283.82,11.52,0,No,1753920000000,,New Construction,Permit Issued,f814a495-a476-443a-9704-cb1c7b9daebc,3,PLAN M1301 PT BLK 21 RP 20R23112 PARTS 4 TO 6,43.45418736507663,-79.67336938471465
13845,2475311,2025 110642 000 00 BDP,"LOT SPECIFIC - Model 2004 Elevation A. BLK 21 &ndash; Unit 3. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Main Floor Front Balcony. Finished Basement, 3 PC Rought- in and Cold Cellar. 3 Bedrooms.",327 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746403200000,2025-07-25,128947,Issued,382360,1,294.78,26.48,0,No,1753920000000,,New Construction,Permit Issued,e54172c5-f7f3-4416-8c89-d37a221782d9,3,PLAN M1301 PT BLK 21 RP 20R23112 PARTS 7 AND 8,43.45415300223402,-79.67330901619697
13902,2471648,2023 109556 000 00 TH,"Model Type B - Inteior Unit,  Block A - Unit 2
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch.  4 Bedrooms, finished basement with Elevator option.
",2282 Sovereign St,TH,Row House - Condominium,New Const.,1685059200000,2024-02-14,113784,Conditional,500000,1,300.5,71.5,0,No,1708992000000,,New Construction,Occupancy Granted,d46729f3-a511-41fa-a047-c0b5285f9b6d,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 2,43.399126505989365,-79.70849853416938
13919,2410611,2022 109173 000 00 RA,"Interior structural alteration to modify a stud-wall partition on main floor, and modify a partial area in the main floor joists to allow installation of an interior home elevator. No gross floor area (GFA) added.",2014 Postmaster Dr,RA,Single Family Detached Dwelling,Alt./Improve,1651449600000,2022-05-03,58668,Closed,5000,0,10,,,Yes,,,Renovation & Repair,Closed,be1306e1-0408-4aaf-bff9-5bd5153d6666,,PLAN M644 LOT 212   ,43.4354466890932,-79.74671360282507
14494,2491148,2024 107382 000 00 RN,"Construction of a 2 storey dwelling with finished basement, rear lower walk-out terrace with below grade walk-up stairs, attached garage, covered front and rear porches, elevator, and skylights on main roof.",462 Brookside Dr,RN,Single Family Detached Dwelling,New Const.,1715558400000,2024-08-08,31604,Issued,1500000,1,385.53,182,0,Yes,1733616000000,,New Construction,Permit Issued,d204a2e3-d9ad-425f-9c23-e241108ff4ff,2,PLAN 543 LOT 10   ,43.43350617940028,-79.69135931615573
14611,2559159,2025 110647 000 00 BDP,"LOT SPECIFIC - Model 2003 Elevation A. BLK 21 &ndash; Unit 6. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Upper Floor Front Balcony. Unfinished Basement, 3 PC Rought-in Finish Foyer and Cold Cellar. 3 Bedrooms",321 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746489600000,2025-07-25,128950,Issued,353320,1,283.82,11.52,0,No,1753920000000,,New Construction,Permit Issued,6da539bc-95af-4344-9350-95ee16c7484e,3,PLAN M1301 PT BLK 21 RP 20R23112 PARTS 12 TO 14,43.45404990901801,-79.67312791115452
14717,2554863,2022 126459 000 00 AA,Conversion of existing storage room to a business center.  Business Centre is only accessible by residents of the building. ,133 Bronte Rd,AA,Condominium Apartment,Alt./Improve,1664755200000,2022-11-18,115049,Closed,130205,0,40.91,,,No,,,Renovation & Repair,Closed,5bef5fdc-6500-41cf-83ab-d16ecbf21066,,PLAN M7 LOT 156 PT LOTS 146 AND 151,43.39505010591252,-79.71262282471864
15027,2516856,2024 206538 REV 01 RA,"REVISIONS to 24-206538 to include sono-tubes under front porch and portion of basement to be underpinned; revision to 2nd floor framing for curbless shower, front entrance layout, kitchen window and primary suite layout.  No GFA added.",246 Cairncroft Rd,RA,Single Family Detached Dwelling,Alt./Improve,1734393600000,2025-01-08,42320,Closed,25000,0,88.07,,,Yes,,,Renovation & Repair,Closed,8a73cce8-07f4-4465-b618-4342dd206847,,PLAN 1322 LOT 2   ,43.46582046389266,-79.65540899463798
15059,2485052,2019 002158 000 00 RA,Alterations to main floor to remove load bearing walls and replace with new beams. remove existing elevator shaft opening on main floor and replace with new floor joists.,1430 Peerless L6H3A4,RA,Single Family Detached Dwelling,Alt./Improve,1575936000000,2020-01-24,35313,Closed,28445,0,56.89,,,No,,,Renovation & Repair,Closed,79b7e82c-c06b-4969-9530-bc2f3c307160,,PLAN M186 LOT 130   ,43.457156903470896,-79.71474918716325
15202,2554149,2023 139123 000 00 RN,"Model TBSD4222 with elev. A&amp;B: 4 bdrms  Opt A/V: Cold Cellar; Bsmt - Walk-up/ Powder Rm/ 3pce bath/ Bdrm + 3pce; Chef Centre; Elevator; 2nd Fl - Primary Retreat/ Deluxe Laundry/ 5 Bdrms; 3rd Fl -Loft Retreat/ Powder Rm/ Entertainment Rm; 10&rsquo; Main Fl, and 9&rsquo; 2nd Fl.	      Construction of a 3-storey detached dwelling (2 story w/Loft) includes partially finished basement; gas fireplace on main level, double car garage, and a rear 3rd floor balcony.        Lot 77 &ndash; Elev B, opt chosen: 2nd Fl Primary Retreat, 3rd Flr Loft Retreat, and Extended ceiling on Main 10&rsquo; and 2nd 9&rsquo; &ndash; no deck",3179 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1700697600000,2024-04-23,124656,Closed,400000,1,310.68,76.01,0,No,1715644800000,,New Construction,Closed,6a03c8b9-8fb7-40b7-8426-ba1831bde99d,3,PLAN M1272 LOT 77 RP 20R22647 PART 35,43.48355679739472,-79.74158301506336
15222,2543464,2023 110801 000 00 RN,"Construction of a 2 storey single dwelling with attached 2 car garage with interior man-door (garage below grade),  finished basement, basement walk-out entrance, fireplaces basement and main levels, elevator, with front and rear covered porches. ",135 Douglas Ave,RN,Single Family Detached Dwelling,New Const.,1686009600000,2023-07-11,39364,Closed,1600000,1,378.26,150.53,0,Yes,1691539200000,,New Construction,Closed,5aa97d1d-48f9-451d-bcfa-2f95ee311dc9,2,"PLAN 113 PT LOTS 126,127,128 RES H  ",43.450881711582156,-79.66504002293665
15708,2524691,2020 002180 000 00 RA,"Removal of ceiling to make vaulted ceiling, exterior face lift, move basement bathroom wall. replacing all doors and windows.",2503 Yarmouth L6L2M9,RA,Single Family Detached Dwelling,Alt./Improve,1607904000000,2021-04-22,23903,Issued,50000,0,27,,,No,,,Renovation & Repair,Permit Issued,97564c60-5b40-4b44-bee9-5957f1e2c445,,PLAN M38 LOT 11   ,43.39954987467424,-79.72443166560393
15926,2554445,2023 109572 000 00 TH,"REPEAT of Model Type B - Interior Unit from permit 23-109556, Block A - Unit 6 
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch, 4 Bedrooms with finished basement and Elevator. 
",2274 Sovereign St,TH,Row House - Condominium,New Const.,1685059200000,2024-02-14,113788,Conditional,500000,1,300.5,71.5,0,No,1708992000000,,New Construction,Occupancy Granted,ff35ff83-bad5-460d-b1a4-ba2091e68a1e,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 6,43.39932143380524,-79.70828907018975
16284,2544669,2022 108206 000 00 RN,One storey front addition to enclose front porch. Alterations from second floor to basement to accommodate new elevator and interior alterations to ground floor. New decks in rear yard from breakfast and family room.,436 Bonny Meadow Rd,RN,Single Family Detached Dwelling,Addition,1653609600000,2022-06-04,44088,Closed,43205,0,5.57,64.13,0,No,1662681600000,,Addition,Closed,89618a27-1fb8-4070-af31-7abdbb20c5e5,2,PLAN M254 LOT 73   ,43.485760982151724,-79.64596350008526
16358,2523782,2017 001128 000 00 AN,"New multi-storey building with ground level retail (977.07m2), four storey wood frame condominium apartments (13,368.50m2) and one level of underground parking (4,126.50m2) incl. shared ramp with 2391 Central Park Dr
Site Servicing incl under this permit",150 Oak Park Boulevard,AN,Condominium Apartment,New Const.,1498089600000,2018-04-30,101289,Closed,,230,13368.5,,,No,1509408000000,,New Construction,Closed,8bf9288d-8ac4-4ad9-993f-e698bc41d00a,5,CON 1 SDS PT LOT 14 RP 20R17358 PARTS 1 TO 3 AND 5,43.48024725578829,-79.71971584275744
16359,2523782,2017 001128 REV 01 AA,REVISION 01 - Addition of new window sprinkler zone/system to the ground floor for window sprinkler heads for ground floor elevator lobby windows. No GFA.,150 Oak Park Oakville,AA,Condominium Apartment,Alt./Improve,1570752000000,2019-11-11,101289,Closed,0,0,0,,,No,,,Renovation & Repair,Closed,11c56b04-3476-48bf-a6eb-761ec26a6fdb,,CON 1 SDS PT LOT 14 RP 20R17358 PARTS 1 TO 3 AND 5,43.48024725578829,-79.71971584275744
16396,2559074,2025 110638 000 00 BDP,"LOT SPECIFIC - Based on Model 2002 Elevation A. BLK 20 &ndash; Unit 7. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Main Floor Front Balcony. Finished Basement and Cold Cellar. 3 Bedrooms.
",337 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746403200000,2025-07-25,128943,Issued,402930,1,284,54.63,0,No,1754524800000,,New Construction,Permit Issued,06ce0dfa-cd90-422f-8585-70cedeec75d9,3,PLAN M1301 PT BLK 20 RP 20R23111 PARTS 16 AND 17,43.454308785714154,-79.6735826707601
16441,2533098,2021 105263 REV 01 RA,"REVISION:  The scope of work for this revision is the addition of an elevator, increase in height of 1st floor ceiling from 10&apos; to 10&apos;-9&apos;&apos;, increase of overall building height to 9 meters which is the maximum allowable as per zoning by-law. ",1201 Stirling Dr,RA,Single Family Detached Dwelling,Alt./Improve,1656374400000,2022-10-14,6247,Closed,50000,0,2.32,,,Yes,,,Renovation & Repair,Closed,b7b17110-f940-484d-ac31-24036130be3b,,PLAN 1005 LOT 2   ,43.41656606031122,-79.69014814331356
16633,2556443,2015 001138 REV 01 TH,Revision to permit: Change to foundation design incl. elevator shaft update,78 Trafalgar Road Unit 1,TH,Row or Town House,Alt./Improve,1499385600000,2017-08-03,103747,Revoked,0,0,0,,,No,,,Renovation & Repair,Revoked,39c4e788-9dfa-4bc9-9bed-cd86caf071dd,,PLAN 1 BLK 16 PT LOT C,43.44661580305738,-79.66554655723564
16714,2554442,2023 109590 000 00 TH,"Model Type D - End Unit, Block A - Unit 9 
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch, 3 BedroomS with finished basement and Elevator.
",2268 Sovereign St,TH,Row House - Condominium,New Const.,1685059200000,2024-02-14,124576,Conditional,600000,1,290,71.5,0,No,1708992000000,,New Construction,Occupancy Granted,3034d2db-b7cc-42a3-9080-573d8a7acd0d,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 9,43.3994665027556,-79.70813127594263
16758,2539290,2019 001377 REV 01 RA,REVISION:  addition of elevator and minor layout changes to suit.  Move laundry room to basement.  Layout changes to second floor.  No additional GFA.,2189 Grayson,RA,Single Family Detached Dwelling,Alt./Improve,1576713600000,2020-01-14,113806,Closed,40000,0,0,,,No,,,Renovation & Repair,Closed,945b4453-7726-416f-979f-bd67213ecfa8,,PLAN M1210 LOT 2,43.47571329475434,-79.63893632891458
16865,2555867,2023 109667 000 00 TH,"Model Type E - End Unit, Block B - Unit 13
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch.   3 Bedrooms with finished basement and Elevator.
",130 East St,TH,Row House - Condominium,New Const.,1684800000000,2023-10-12,113795,Conditional,600000,1,263.3,72.2,0,No,1699401600000,,New Construction,Occupancy Granted,df50c01b-d83c-4706-842c-72247de39ca4,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 13,43.399186432639674,-79.70772333436412
16902,2523024,2015 001377 000 00 TH,"New Model Townhouse - &quot;The Laurelwood&quot; -  End unit. New 3 bedroom townhouse (225.78m2), finished basement (21.37m2), attached garage (59.81m2), covered porches (2.20m2), complete with 2 decks and standard elevator. Includes water service inspection fee.",2193 Lillykin St Block K - Lot 112,TH,Row or Town House,New Const.,1439424000000,2015-11-05,108668,Closed,406000,1,225.78,,,No,1447718400000,,New Construction,Closed,712e773a-61db-4f9e-96d7-f751842bf0fe,,"PLAN M1162 PT BLK 8 RP 20R20529 PARTS 84, 113 AND 128 ",43.47916659482278,-79.70925759292138
17182,2485135,2024 204183 000 00 RN,"Construction of a two storey dwelling with finished basement, elevator, cold cellar, covered front porch and partially covered rear porch, and second floor exterior side yard egress stairs from the accessory dwelling unit on 2nd floor with additional front entrance shared at front porch.",81 Allan St,RN,Single Family Detached Dwelling,New Const.,1728950400000,2024-12-17,38758,Issued,2000000,2,585.32,271.88,289.19,Yes,1747267200000,,New Construction,Permit Issued,90dd5b58-57c1-45d3-aa6f-d0961f369dbd,2,PLAN 19 PT LOT 6   ,43.44867690344946,-79.66372760786494
