city_file_number,permit_type,permit_class,permit_date,status,description_of_development,address,legal_description,neighbourhood_id,neighbourhood,neighbourhood_classification,ward,zoning,land_parcel_count,latitude,longitude,location,geometry_point,bia
436395500-002,Major Development Permit,Discretionary Development,2022-06-17T00:00:00.000,Approved,To Remove a Parking Space by installing a Handicap Accessible Ramp,216 - CROWN ROAD NW,Plan 9023648 Blk 2 Lot 1,5430,ROYAL GARDENS,Redeveloping,papastew Ward,DC2,3,53.4810888384429,-113.53832654948421,"{'latitude': '53.4810888384429', 'longitude': '-113.53832654948421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53832654948421, 53.4810888384429]}",
243982742-002,Major Development Permit,Discretionary Development,2017-07-26T00:00:00.000,Approved,"To change the Use from Minor Impact Utility Service to General Retail, Restaurant (70% Public Space) and Restaurant (70% Public Space and 41.44 sq m. Outdoor Seating), Professional, Financial and Office Support Services and Personal Service Shop and to construct additions (main floor entryway one storey, back door elevator addition two storey, and second floor Outdoor Seating Area) and to construct interior alterations and exterior alterations. (Oliver Exchange)","100, 12021 - 102 AVENUE NW",Plan 1723133 Blk 20 Lot 17A,"1150, 1151","OLIVER, WÎHKWÊNTÔWIN",Redeveloping,"Ward 6,O-day'min Ward",DC1,7,53.5427384516981,-113.53038044914501,"{'latitude': '53.5427384516981', 'longitude': '-113.53038044914501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53038044914501, 53.5427384516981]}",
222168471-001,Major Development Permit,Permitted Development,,Other,To construct exterior alterations to an existing General Industrial Use building (widening a door and provision of ramp).,7407 - 17 STREET NW,Plan 8021285 Lot D,6690,SOUTHEAST INDUSTRIAL,Industrial,Sspomitapi Ward,IM,3,53.50926410166804,-113.3662506480915,"{'latitude': '53.50926410166804', 'longitude': '-113.3662506480915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.3662506480915, 53.50926410166804]}",
479654264-002,Major Development Permit,Not Available,,Other,To change the use from Health Service/Personal Service Shop uses to a General Retail Store and to construct exterior and interior alterations (remove demising wall between 10565 and 10567-Kingsway and widen doorway),10565 - KINGSWAY NW,Plan 1420932 Blk V Lot 1,1030,CENTRAL MCDOUGALL,Redeveloping,O-day'min Ward,MU,3,53.557387586097434,-113.50186589209929,"{'latitude': '53.557387586097434', 'longitude': '-113.50186589209929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50186589209929, 53.557387586097434]}",Kingsway
263219170-001,Major Development Permit,Not Available,2017-10-30T00:00:00.000,Approved,To construct exterior alterations (build a loading ramp) to a General Industrial Use building.,11604 - 163 STREET NW,Plan 7520501 Blk 4,4350,NORWESTER INDUSTRIAL,Industrial,Nakota Isga Ward,IM,3,53.566438416221786,-113.6035839599482,"{'latitude': '53.566438416221786', 'longitude': '-113.6035839599482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.6035839599482, 53.566438416221786]}",
273019587-001,Major Development Permit,Discretionary Development,2018-03-23T00:00:00.000,Approved,"To change the Use from a Restaurant to an Indoor Participant Recreation Services Use, and to add the Use that is accessible to an adjacent Restaurant. (Mudpie Cafe & Playhouse)",14238 - 85 AVENUE NW,Plan 1884KS Blk 1 Lot 21,3270,LAURIER HEIGHTS,Redeveloping,sipiwiyiniwak Ward,CN,3,53.51774334645407,-113.5667157208101,"{'latitude': '53.51774334645407', 'longitude': '-113.5667157208101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5667157208101, 53.51774334645407]}",
465171472-002,Major Development Permit,Permitted Development,2023-05-17T00:00:00.000,Approved,"To construct an addition (new garage storage building, adding bicycle storage, adding new green space,) and exterior (adding accessible stalls, wheelstops and tactile), and interior alterations to an existing Private Education Services Use building. (Inner City High School)",11205 - 101 STREET NW,Plan 2321744 Blk 2 Lot 5A,1230,SPRUCE AVENUE,Redeveloping,O-day'min Ward,"UF,US",19,53.5613768431834,-113.49316743304594,"{'latitude': '53.5613768431834', 'longitude': '-113.49316743304594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49316743304594, 53.5613768431834]}",
169385788-002,Major Development Permit,Permitted Development,2015-04-13T00:00:00.000,Approved,To construct interior and exterior alterations to a General Industrial Use building (new door on north elevation and loading ramp on south elevation).,15125 - 137 AVENUE NW,Plan 0724736 Blk 2 Lot 10,4320,MISTATIM INDUSTRIAL,Industrial,Anirniq Ward,BE,3,53.59759688439861,-113.5866213227018,"{'latitude': '53.59759688439861', 'longitude': '-113.5866213227018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5866213227018, 53.59759688439861]}",
240062125-001,Major Development Permit,Discretionary Development,2017-03-10T00:00:00.000,Approved,To construct exterior alterations (barrier-free access ramp and mechanical enclosure screen) and interior alterations (universal public washroom) to an existing Natural Science Exhibit building (Queen Elizabeth II Planetarium).,13831 - 114 AVENUE NW,NW-12-53-25-4;SW-12-53-25-4,3450,WOODCROFT,Redeveloping,Anirniq Ward,UF,3,53.56297020829244,-113.56221271495284,"{'latitude': '53.56297020829244', 'longitude': '-113.56221271495284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56221271495284, 53.56297020829244]}",
635175101-002,Major Development Permit,Not Available,,In Progress,"To operate a Minor Industrial use (temporary outdoor storage of seacans, forklifts, trucks, trailers), reference #517996592-002.",22433 - 113 AVENUE NW,Plan 8021483 Blk 4 Lot 1,4670,WINTERBURN INDUSTRIAL AREA WEST,Industrial,Nakota Isga Ward,IM,3,53.56143289382838,-113.7041092144139,"{'latitude': '53.56143289382838', 'longitude': '-113.7041092144139', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.7041092144139, 53.56143289382838]}",
510468496-002,Major Development Permit,Not Available,2024-07-25T00:00:00.000,Approved,"To construct additions, exterior and interior alterations and add Minor Indoor Entertainment to a multi-use commercial building (new facades, creating a new fitness centre, end of trip facility, tenant lounge and pavilion with elevator access at the accessible podium green roof terrace level -Manulife Place).","110, 10180 - 101 STREET NW",Plan 8121364 Blk 1 Lot A,1090,DOWNTOWN,Redeveloping,O-day'min Ward,CCA,3,53.542625862577296,-113.49461903290356,"{'latitude': '53.542625862577296', 'longitude': '-113.49461903290356', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49461903290356, 53.542625862577296]}",Downtown
228376994-001,Major Development Permit,Permitted Development,2016-08-16T00:00:00.000,Approved,To construct exterior alterations to an existing Commercial Building (New wheelchair access ramp and new doorway),11434 - 120 STREET NW,Plan 9723026 Blk 202 Lot 5B,1170,PRINCE RUPERT,Redeveloping,O-day'min Ward,BE,3,53.565806199277006,-113.53010629809471,"{'latitude': '53.565806199277006', 'longitude': '-113.53010629809471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53010629809471, 53.565806199277006]}",Kingsway
275661066-006,Major Development Permit,Discretionary Development,2019-04-16T00:00:00.000,Approved,To develop Publicly Accessible Private Park.,10149 - CLIFTON PLACE NW,Plan 2955EO Blk B Lot 1,3440,WESTMOUNT,Redeveloping,O-day'min Ward,DC2,3,53.54215120453461,-113.53981011588597,"{'latitude': '53.54215120453461', 'longitude': '-113.53981011588597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53981011588597, 53.54215120453461]}",124 Street and Area
163317065-012,Major Development Permit,Permitted Development,2016-02-05T00:00:00.000,Approved,"To carry out exterior alterations to a commercial building (move location of barrier free parking space and transformer, enhance screening for rooftop mechanical equipment and modify landscaping).",9570 - 76 AVENUE NW,Plan 1524453 Blk 5 Lot 4A,6610,RITCHIE,Redeveloping,"Ward 11,papastew Ward","CNC,MU",11,53.512553380844174,-113.47628710263614,"{'latitude': '53.512553380844174', 'longitude': '-113.47628710263614', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47628710263614, 53.512553380844174]}",
340405017-002,Major Development Permit,Permitted Development,2019-09-23T00:00:00.000,Approved,To construct Exterior Alterations to a General industrial Building (adding a concert ramp and O/H door).,"12, 3006 - 51 AVENUE NW",Plan 1623164 Blk 1 Lot 2,6690,SOUTHEAST INDUSTRIAL,Industrial,Sspomitapi Ward,IM,3,53.489145970534466,-113.38438078041713,"{'latitude': '53.489145970534466', 'longitude': '-113.38438078041713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.38438078041713, 53.489145970534466]}",
252051897-001,Major Development Permit,Permitted Development,2017-07-19T00:00:00.000,Approved,"To construct exterior alterations (new entrance stair case and barrier free ramp), and revise the parking lot layout to a General Industrial Use building.",16104 - 121A AVENUE NW,Plan 8332ET Blk 3 Lot 3,4190,HAWIN PARK ESTATE INDUSTRIAL,Industrial,Nakota Isga Ward,IM,9,53.57459128387857,-113.59990951847912,"{'latitude': '53.57459128387857', 'longitude': '-113.59990951847912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.59990951847912, 53.57459128387857]}",
341494118-002,Major Development Permit,Not Available,,Other,"To construct exterior and interior alterations to an existing Automotive and Minor Recreation Vehicle Sales/Rental building (Facade Improvement, Installation of accessibility ramp, interior renovations)",13215A - 97 STREET NW,Plan 4594MC Blk 25 Lots 4-9,2290,GLENGARRY,Redeveloping,tastawiyiniwak Ward,CG,3,53.593805061321945,-113.49136732744012,"{'latitude': '53.593805061321945', 'longitude': '-113.49136732744012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49136732744012, 53.593805061321945]}",
402195700-002,Major Development Permit,Permitted Development,2021-07-27T00:00:00.000,Approved,"To Construct Exterior Alterations (New Door, Accessibility Ramp, Bicycle Parking Pad and Removal of Chain Link Fences) and Construct Interior Alterations (Reduce Size of Mezzanine) to a General Industrial Use Building",15230 - 128 AVENUE NW,Plan 1152TR Blk 102 Lot 1,4320,MISTATIM INDUSTRIAL,Industrial,Anirniq Ward,IM,3,53.58572237464535,-113.58401311635018,"{'latitude': '53.58572237464535', 'longitude': '-113.58401311635018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58401311635018, 53.58572237464535]}",
325649727-001,Major Development Permit,Discretionary Development,2019-09-04T00:00:00.000,Approved,"To construct exterior and interior alterations and to continue to operate an existing General Industrial Use building (removing 2 vehicular parking stalls, adding bike stalls and facade improvement upgrades to include adding, replacing and re-cladding existing doors, adding new folding glass partition opening and existing opening enlarged to a double door); to  demolish existing stairs, adding new stairs and landing, extended platform with guardrail and wheel chair lift, adding new coiling overhead door and man door to replace existing single door at existing platform).",10560 - 107 STREET NW,Plan 0522017 Blk 7 Lot 210A,1030,CENTRAL MCDOUGALL,Redeveloping,O-day'min Ward,DC,3,53.548725334261434,-113.50529019242174,"{'latitude': '53.548725334261434', 'longitude': '-113.50529019242174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50529019242174, 53.548725334261434]}",North Edge
224360682-001,Major Development Permit,Permitted Development,2016-07-21T00:00:00.000,Approved,To construct exterior alterations to an existing Indoor Participant Recreation Service building (courtyard redevelopment and handicap access ramp),11510 - 153 AVENUE NW,Plan 9722489 Blk 40 Lot 4A,3180,DUNLUCE,Redeveloping,Anirniq Ward,DC2,3,53.61489462708463,-113.51998562928624,"{'latitude': '53.61489462708463', 'longitude': '-113.51998562928624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51998562928624, 53.61489462708463]}",
187918092-049,Major Development Permit,Not Available,2017-09-29T00:00:00.000,Approved,To construct exterior alterations (re-locating barrier free disabled ramp)  to an existing Religious Assembly with Child Care Services building. (Reference: Development Permit number 187918092-001),13830 - 109A AVENUE NW,Plan 1621633 Blk 11 Lot 76,3310,NORTH GLENORA,Redeveloping,Nakota Isga Ward,DC2,3,53.55607189139142,-113.56060220088838,"{'latitude': '53.55607189139142', 'longitude': '-113.56060220088838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56060220088838, 53.55607189139142]}",
422724159-002,Major Development Permit,Permitted Development,2022-02-10T00:00:00.000,Approved,To Construct Exterior Alterations to a General Industrial Building (New Overhead Door and Ramp),"11, 2930 - 51 AVENUE NW",Plan 1623164 Blk 1 Lot 2,6690,SOUTHEAST INDUSTRIAL,Industrial,Sspomitapi Ward,IM,3,53.489145970534466,-113.38438078041713,"{'latitude': '53.489145970534466', 'longitude': '-113.38438078041713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.38438078041713, 53.489145970534466]}",
183924914-001,Major Development Permit,Not Available,2015-12-18T00:00:00.000,Approved,"To construct exterior and interior alterations to an existing General Industrial Use building (revised door and windows added, wheelchair ramp constructed, interior tenant improvements, no change in Use).",18529 - 105 AVENUE NW,Plan 0626825 Blk 1 Lot 9,4530,SUNWAPTA INDUSTRIAL,Industrial,Nakota Isga Ward,"BE,IM",3,53.54754608499468,-113.6433226627152,"{'latitude': '53.54754608499468', 'longitude': '-113.6433226627152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.6433226627152, 53.54754608499468]}",
490966648-002,Sign Permit,Permitted Development,2023-11-30T00:00:00.000,Approved,To install (3) Freestanding On-Premises Signs (SKYLINE - RAMPART | TENANT SIGNS),14210 - 157 AVENUE NW,Plan 1120931 Blk 3 Lot 1,3360,RAMPART INDUSTRIAL,,Anirniq Ward,IM,3,53.61918855031101,-113.57172352454324,"{'latitude': '53.61918855031101', 'longitude': '-113.57172352454324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57172352454324, 53.61918855031101]}",
615721639-002,Major Development Permit,Permitted Development,2025-08-06T00:00:00.000,Approved,"To construct/place on site two Modular Classrooms to a School, and exterior alterations (access stairs and ramps, concrete landings and sidewalk), St Thomas Aquinas School).",420 - DESROCHERS BOULEVARD SW,Plan 1721585 Blk 14 Lot 1MR,5463,DESROCHERS AREA,Developing,Ipiihkoohkanipiaohtsi Ward,PS,3,53.39814404868753,-113.55557917205661,"{'latitude': '53.39814404868753', 'longitude': '-113.55557917205661', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55557917205661, 53.39814404868753]}",
639928749-002,Major Development Permit,Permitted Development,2025-12-23T00:00:00.000,Approved,To Construct Exterior Alterations (New Ramp) and To Construct Interior Alterations to a Minor Industrial Use,13118 - 93 AVENUE SW,Plan 2221987 Blk 7 Lot 13,8889,CROSSROADS,Industrial,Ipiihkoohkanipiaohtsi Ward,ILES,3,53.349868448175584,-113.55429914296451,"{'latitude': '53.349868448175584', 'longitude': '-113.55429914296451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.55429914296451, 53.349868448175584]}",
408614183-002,Major Development Permit,Permitted Development,2021-12-23T00:00:00.000,Approved,"To construct exterior alterations to a General Industrial Use Site (new concrete ramp on north elevation of Building, facing 60 Avenue and reduce the site access from 58 Avenue to 8.0m width).",9525 - 60 AVENUE NW,Plan 2120162 Blk 6 Lot 20C,6100,CORONET INDUSTRIAL,Industrial,papastew Ward,IH,3,53.49521861942951,-113.47393557250291,"{'latitude': '53.49521861942951', 'longitude': '-113.47393557250291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.47393557250291, 53.49521861942951]}",
322811200-001,Major Development Permit,Permitted Development,2019-07-19T00:00:00.000,Approved,To Construct an Accessory Structure (Covered Roof Structure) to a General Industrial Use Building and to construct Exterior Alterations (Loading Ramp),12621 - 156 STREET NW,Plan 0921731 Blk B Lot 15,4320,MISTATIM INDUSTRIAL,Industrial,Anirniq Ward,"IM,IH",3,53.58292647170661,-113.58753098417355,"{'latitude': '53.58292647170661', 'longitude': '-113.58753098417355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58753098417355, 53.58292647170661]}",
368229258-002,Major Development Permit,Permitted Development,2020-08-13T00:00:00.000,Approved,To construct exterior alterations (new entrance and ramp) to a General Industrial Use building.,15108 - 135 AVENUE NW,Plan 0724736 Blk 2 Lot 10,4320,MISTATIM INDUSTRIAL,Industrial,Anirniq Ward,BE,3,53.59759688439861,-113.5866213227018,"{'latitude': '53.59759688439861', 'longitude': '-113.5866213227018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5866213227018, 53.59759688439861]}",
295965822-001,Major Development Permit,Discretionary Development,2018-11-22T00:00:00.000,Approved,"To construct Exterior Alterations to a existing General Industrial Use building (addition of 3 new exterior glazings, curb cut of sidewalk on east elevation and ramp on west elevation)",12404 - 184 STREET NW,NE-17-53-25-4,4475,KINOKAMAU PLAINS AREA,Industrial,Nakota Isga Ward,IM,3,53.57957632536858,-113.64278740108253,"{'latitude': '53.57957632536858', 'longitude': '-113.64278740108253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.64278740108253, 53.57957632536858]}",
342245597-002,Major Development Permit,Permitted Development,2019-11-25T00:00:00.000,Approved,"To construct off-site exterior improvements to include parking with a roll curb, a mono-concrete sidewalk with a straight faced curb, a commercial crossing for the loading bay instead of grass, and a curb ramp; and to revise the Transportation conditions of the issued Development Permit number 000872227-010. (99 Supermarket)",10760 - 99 STREET NW,Plan 0024022 Lot 179B,1140,MCCAULEY,Redeveloping,O-day'min Ward,MU,3,53.55271520943026,-113.49276104862435,"{'latitude': '53.55271520943026', 'longitude': '-113.49276104862435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49276104862435, 53.55271520943026]}",Chinatown and Area
187323667-001,Major Development Permit,Discretionary Development,2016-06-17T00:00:00.000,Approved,"To reduce the Religious Assembly occupancy from 130 to 110 seats; to change the Uses from Religious Assembly to General Industrial Use (Bay-1), to Indoor Participant Recreation Services (yoga studio-max.10 students( Bay-2); to Professional, Financial and Office Support Services (Bay-3) and to construct exterior alterations (barrier free ramp and revised parking spaces- existing w/o permits) and interior alterations.",5408 - 53 AVENUE NW,Plan 8220320 Blk 4 Lot 21,6640,ROPER INDUSTRIAL,Industrial,Karhiio Ward,BE,3,53.49100386086573,-113.4217675468042,"{'latitude': '53.49100386086573', 'longitude': '-113.4217675468042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4217675468042, 53.49100386086573]}",
188983867-001,Major Development Permit,Not Available,2016-04-21T00:00:00.000,Approved,To construct exterior alterations to an existing General Retail Store use - materials lift at rear of building (K&K Foodliner).,9944 - 82 AVENUE NW,Plan I Blk 71 Lots 6-7,5480,STRATHCONA,Redeveloping,papastew Ward,MU,3,53.51837520998309,-113.48764546751843,"{'latitude': '53.51837520998309', 'longitude': '-113.48764546751843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48764546751843, 53.51837520998309]}",Old Strathcona
454220038-002,Major Development Permit,Discretionary Development,2022-11-17T00:00:00.000,Approved,To Construct Exterior Alterations (Removal of a Portion of a Pedestrian Ramp),"3000, 8882 - 170 STREET NW",Plan 8421891 Blk 28 Lot 5,4520,SUMMERLEA,Redeveloping,sipiwiyiniwak Ward,"DC2,DC",3,53.52248869790074,-113.62024167014542,"{'latitude': '53.52248869790074', 'longitude': '-113.62024167014542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62024167014542, 53.52248869790074]}",
492693933-002,Major Development Permit,Not Available,,Other,To construct interior alterations to the Stantec Tower building (new interior sliding door to elevator lobby),10310 - 102 STREET NW,Plan 2020006 Unit 566,1090,DOWNTOWN,Redeveloping,O-day'min Ward,AED,3,53.54537859710621,-113.49701450368363,"{'latitude': '53.54537859710621', 'longitude': '-113.49701450368363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49701450368363, 53.54537859710621]}",Downtown
495225060-002,Major Development Permit,Permitted Development,2024-02-06T00:00:00.000,Approved,To construct exterior alterations to a Warehouse Sales establishment (new canopy structure over existing concrete walkway ramp and entrance),4150 - 101 STREET NW,Plan 4984NY Blk 1 Lot 1,6700,STRATHCONA INDUSTRIAL PARK,Industrial,Karhiio Ward,BE,3,53.47849911940763,-113.48959617936728,"{'latitude': '53.47849911940763', 'longitude': '-113.48959617936728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48959617936728, 53.47849911940763]}",
188916480-001,Major Development Permit,Permitted Development,2016-07-13T00:00:00.000,Approved,"To construct exterior (new windows on east and south exterior walls of 2nd floor; mechanical room addition, exit door) and interior alterations (2 new elevators with rooftop housing, disabled persons ramp, storage room) to a General Industrial Use building; Alberta Government Learning Resource Centre.",12360 - 142 STREET NW,Plan 4503KS Blk 5 Lot 3,3160,DOMINION INDUSTRIAL,Industrial,Anirniq Ward,BE,3,53.57840226972732,-113.56757164464872,"{'latitude': '53.57840226972732', 'longitude': '-113.56757164464872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.56757164464872, 53.57840226972732]}",
476836712-002,Major Development Permit,Permitted Development,2023-07-06T00:00:00.000,Approved,To Construct Exterior Alterations to a General Industrial Use Building (New Overhead Door and Ramp),"16, 3006 - 51 AVENUE NW",Plan 1623164 Blk 1 Lot 2,6690,SOUTHEAST INDUSTRIAL,Industrial,Sspomitapi Ward,IM,3,53.48914596873155,-113.38438077931319,"{'latitude': '53.48914596873155', 'longitude': '-113.38438077931319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.38438077931319, 53.48914596873155]}",
291484917-001,Major Development Permit,Discretionary Development,2018-12-21T00:00:00.000,Approved,"To change the use from Professional, Financial Office Support Services to a Private Club, Public Library and Cultural Exhibit and Accessory General Retail Stores, and construct interior renovations and exterior alterations (partial exterior cladding and re-paint, new garage doors and access ramp) to existing building (Quarters Arts).",9641 - 102A AVENUE NW,Plan ND Blk 6 Lots 16-18,1020,BOYLE STREET,Redeveloping,Ward 6,DC1,6,53.54495075400075,-113.48477529051945,"{'latitude': '53.54495075400075', 'longitude': '-113.48477529051945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48477529051945, 53.54495075400075]}",Downtown
292389179-001,Major Development Permit,Not Available,,Other,"To permit outdoor storage of 2 seacans, compressor parts, 2 forklifts and a skidster and to construct exterior alterations (lean-to structure, 19.8 m x 4.9 m and 3.58 m in Height, existing without permits)",12611 - 125 STREET NW,Plan 644AE Blk 14 Lot 16,3220,HAGMANN ESTATE INDUSTRIAL,Industrial,Anirniq Ward,IM,6,53.582856414184256,-113.5372435723956,"{'latitude': '53.582856414184256', 'longitude': '-113.5372435723956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5372435723956, 53.582856414184256]}",
300767336-001,Major Development Permit,Not Available,2018-12-31T00:00:00.000,Approved,"To Construct Exterior Alterations (New Wooden Deck - 24.15m2), Accessory Office Building under 10m2), and Wheelchair Ramp (5m2)",5359 - CALGARY TRAIL NW,Plan 6018KS Blk 88 Lots 2;Plan 6742MC Blk 88 Lots 1,5110,CALGARY TRAIL NORTH,Industrial,papastew Ward,DC2,3,53.49110451691817,-113.49289976768861,"{'latitude': '53.49110451691817', 'longitude': '-113.49289976768861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49289976768861, 53.49110451691817]}",
501765958-002,Major Development Permit,Not Available,,Other,To change the use from Minor Industrial use to a Minor Indoor Entertainment use (roller skating) and to construct exterior alterations (Accessibility Ramp and Rooftop Mechanical Unit),14648 - 134 AVENUE NW,Plan 3305TR Blk 14 Lot 2,4050,BONAVENTURE INDUSTRIAL,Industrial,Anirniq Ward,BE,3,53.594275537532596,-113.57504784126367,"{'latitude': '53.594275537532596', 'longitude': '-113.57504784126367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57504784126367, 53.594275537532596]}",
167100611-003,Major Development Permit,Permitted Development,2015-09-10T00:00:00.000,Approved,To construct exterior alterations to an existing General Industrial Uses building (two rear loading ramps) - existing without permits.,4603 - 91 AVENUE NW,Plan 3597NY Blk 2 Lots 3-5,6380,LAMBTON INDUSTRIAL,Industrial,Métis Ward,BE,9,53.524213329243544,-113.41383512091521,"{'latitude': '53.524213329243544', 'longitude': '-113.41383512091521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.41383512091521, 53.524213329243544]}",
391533046-002,Major Development Permit,Permitted Development,2021-05-06T00:00:00.000,Approved,To Construct Exterior Alterations to a General Retail Store (Door Widening),1155 - WINDERMERE WAY SW,Plan 1425164 Blk 1 Lot 4,5570,WINDERMERE,Developing,pihêsiwin Ward,CG,3,53.43747861731137,-113.61699429786884,"{'latitude': '53.43747861731137', 'longitude': '-113.61699429786884', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61699429786884, 53.43747861731137]}",
653864565-002,Major Development Permit,Not Available,,In Progress,"To construct exterior and interior alterations to the mixed-use building (exterior work: facade improvements, develop a trash collection room under the parkade ramp, redesign the new CRUs on the main floor by extending the CRU walls up to the building canopy edge lines, with all CRUs being Indoor Sales & Services Use - Mainstreet Tower).",10020 - 103 AVENUE NW,Plan 9624099 Lot 91A,1090,DOWNTOWN,Redeveloping,O-day'min Ward,CCA,3,53.54579328461301,-113.49188292452563,"{'latitude': '53.54579328461301', 'longitude': '-113.49188292452563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49188292452563, 53.54579328461301]}",Downtown
